segment,n_pairs,median_diff,wilcoxon_z,wilcoxon_p,significant
无干扰 #1,33,-1.25,-1.3582802867520467,0.1743747630513659,False
409MHz 干扰,22,11.0625,4.092289755508275,4.2713445640885084e-05,True
无干扰 #2,33,-1.625,-1.4591232725091328,0.1445311818951316,False
392MHz 干扰,4,5.25,,,
无干扰 #3,34,-0.75,-1.2999740963179611,0.19360984747574594,False
4G/5G 干扰,34,-1.875,-2.841608609530745,0.004488655984911993,True
无干扰 #4,34,-0.625,-1.215569443384215,0.22414898020867535,False
Wi-Fi 干扰,34,-1.75,-2.17150459865974,0.029893049910634684,True
无干扰 #5,33,-1.25,-1.4694411013598778,0.1417131861147758,False
