segment,svid,sys,n,std_psr_median,std_psr_max,std_adr_median,locktime_median,cno_median
无干扰 #1,BDS1,BDS,100,0.253,0.253,0.001953125,270.1875,46.0
无干扰 #1,BDS14,BDS,100,0.253,0.253,0.001953125,195.53125,40.5
无干扰 #1,BDS2,BDS,100,0.253,0.253,0.001953125,6.59375,38.0
无干扰 #1,BDS21,BDS,150,0.253,0.253,0.001953125,264.9375,44.0
无干扰 #1,BDS22,BDS,150,0.253,0.253,0.001953125,268.734375,45.0
无干扰 #1,BDS3,BDS,100,0.253,0.253,0.001953125,270.1875,44.0
无干扰 #1,BDS34,BDS,118,0.38,0.38,0.00390625,4.78125,30.0
无干扰 #1,BDS35,BDS,150,0.253,0.253,0.001953125,256.640625,45.0
无干扰 #1,BDS4,BDS,100,0.253,0.253,0.001953125,269.984375,42.0
无干扰 #1,BDS6,BDS,100,0.253,0.253,0.001953125,266.09375,45.0
无干扰 #1,BDS8,BDS,100,0.253,0.253,0.001953125,268.6875,44.5
无干扰 #1,BDS9,BDS,150,0.253,0.253,0.001953125,51.390625,35.0
无干扰 #1,GAL10,GAL,150,0.253,0.253,0.001953125,258.546875,45.0
无干扰 #1,GAL12,GAL,150,0.253,0.253,0.001953125,239.875,40.0
无干扰 #1,GAL18,GAL,150,0.253,0.253,0.001953125,264.6875,45.0
无干扰 #1,GAL28,GAL,150,0.253,0.253,0.001953125,262.046875,44.0
无干扰 #1,GAL4,GAL,150,0.253,0.253,0.001953125,268.546875,44.0
无干扰 #1,GAL6,GAL,150,0.253,0.253,0.001953125,263.5,44.0
无干扰 #1,GAL9,GAL,150,0.253,0.253,0.001953125,259.4375,45.0
无干扰 #1,GLO44,GLO,100,0.253,0.253,0.001953125,247.6875,44.5
无干扰 #1,GLO45,GLO,100,0.253,0.253,0.001953125,85.28125,41.5
无干扰 #1,GLO58,GLO,100,0.253,0.253,0.001953125,247.6875,43.0
无干扰 #1,GLO59,GLO,100,0.253,0.253,0.001953125,247.6875,43.5
无干扰 #1,GLO60,GLO,50,0.253,0.253,0.001953125,5.59375,37.0
无干扰 #1,GPS11,GPS,150,0.253,0.253,0.001953125,265.828125,45.0
无干扰 #1,GPS15,GPS,100,0.253,0.253,0.001953125,264.4375,41.5
无干扰 #1,GPS20,GPS,150,0.253,0.253,0.001953125,262.28125,44.0
无干扰 #1,GPS29,GPS,100,0.3165,0.38,0.0029296875,39.25,31.5
