segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,100,47.0,45.75,46.0,46.5,46.25
无干扰 #1,BDS14,BDS,100,41.5,39.0,39.5,41.0,40.625
无干扰 #1,BDS2,BDS,100,39.25,37.75,38.0,38.5,38.25
无干扰 #1,BDS21,BDS,150,46.5,43.0,43.25,46.0,44.75
无干扰 #1,BDS22,BDS,150,45.75,43.5,44.0,45.75,45.5
无干扰 #1,BDS3,BDS,100,45.25,43.75,44.1875,45.0,44.5
无干扰 #1,BDS34,BDS,118,37.25,25.25,29.75,36.75,30.0
无干扰 #1,BDS35,BDS,150,47.0,41.75,42.0,46.75,45.5
无干扰 #1,BDS4,BDS,100,43.25,42.0,42.5,42.75,42.5
无干扰 #1,BDS6,BDS,100,46.75,44.25,44.5,46.5,45.5
无干扰 #1,BDS8,BDS,100,46.0,43.25,43.5,45.75,45.0
无干扰 #1,BDS9,BDS,150,39.25,33.5,33.75,38.0,35.25
无干扰 #1,GAL10,GAL,150,47.75,44.25,45.0,47.0,45.0
无干扰 #1,GAL12,GAL,150,43.25,38.5,39.5,42.75,40.5
无干扰 #1,GAL18,GAL,150,47.25,44.25,44.25,46.5,45.25
无干扰 #1,GAL28,GAL,150,45.5,42.75,43.25,44.75,44.5
无干扰 #1,GAL4,GAL,150,46.25,43.75,44.0,46.0,44.75
无干扰 #1,GAL6,GAL,150,45.75,43.75,44.0,45.5,44.5
无干扰 #1,GAL9,GAL,150,46.75,43.75,44.0,46.5,45.0
无干扰 #1,GLO81,GLO,100,46.5,43.0,43.5,46.5,45.125
无干扰 #1,GLO82,GLO,100,44.0,38.0,39.75,43.5,41.75
无干扰 #1,GLO95,GLO,100,45.0,42.5,43.0,44.0625,43.375
无干扰 #1,GLO96,GLO,100,46.0,41.5,41.75,45.75,43.625
无干扰 #1,GLO97,GLO,50,38.25,37.0,37.75,38.0,37.75
无干扰 #1,GPS11,GPS,150,46.5,40.5,40.75,46.25,45.0
无干扰 #1,GPS15,GPS,100,45.0,38.75,39.0,44.75,41.875
无干扰 #1,GPS20,GPS,150,46.5,42.5,43.0,46.5,44.25
无干扰 #1,GPS29,GPS,100,36.0,28.5,29.75,35.25,32.125
无干扰 #1,GPS30,GPS,43,30.25,23.75,27.75,30.0,29.0
