label,n,std_psr_median,std_psr_mean,std_psr_p25,std_psr_p75,std_adr_median,std_adr_mean,locktime_median,locktime_p25,doppler_std,cno_median
无干扰 #1,4161,0.253,0.25979884643114637,0.253,0.253,0.001953125,0.0020554516642633984,261.09375,244.1875,1397.160307636892,43.0
409MHz 干扰,3008,0.253,0.2803517287234043,0.253,0.253,0.001953125,0.0022803773271276597,5.375,0.78125,1502.0651800115813,37.0
无干扰 #2,4119,0.253,0.25720369021607187,0.253,0.253,0.001953125,0.0020038616775916486,24.1875,19.09375,1417.401695671144,43.0
392MHz 干扰,2374,0.253,0.314,0.253,0.38,0.001953125,0.0027651445345408593,0.375,0.0,1386.6847362858764,33.0
无干扰 #3,4161,0.253,0.2547786589762078,0.253,0.253,0.001953125,0.0019981862833453497,17.1875,13.375,1414.0907772169412,43.0
4G/5G 干扰,4095,0.253,0.26051282051282054,0.253,0.253,0.001953125,0.0020308684371184373,63.59375,59.28125,1408.7725470448806,42.0
无干扰 #4,4100,0.253,0.25728975609756105,0.253,0.253,0.001953125,0.001995045731707317,117.28125,112.6875,1417.8731656452787,43.0
Wi-Fi 干扰,4024,0.253,0.25956684890656073,0.253,0.253,0.001953125,0.002055537866550696,171.6875,167.28125,1421.8751670680344,43.0
无干扰 #5,3975,0.253,0.25988628930817614,0.253,0.253,0.001953125,0.002048938679245283,221.5,217.09375,1412.6605960524785,43.0
