segment,band,n,std_psr_median,std_psr_mean,std_adr_median,cno_median,locktime_median
无干扰 #1,B1,568,0.253,0.257024647887324,0.001953125,44.0,265.6875
无干扰 #1,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,263.09375
无干扰 #1,B2a,200,0.253,0.25300000000000006,0.001953125,45.0,260.78125
无干扰 #1,B3,600,0.253,0.2635833333333334,0.001953125,42.5,263.828125
无干扰 #1,E1,350,0.253,0.24892000000000003,0.001953125,46.0,263.234375
无干扰 #1,E5a,350,0.253,0.25300000000000006,0.001953125,44.0,259.5
无干扰 #1,E5b,350,0.253,0.25300000000000006,0.001953125,44.0,262.1875
无干扰 #1,L1,739,0.253,0.26829499323410017,0.001953125,42.0,248.0
无干扰 #1,L2,650,0.253,0.2627692307692308,0.001953125,41.0,255.9375
无干扰 #1,L5,304,0.253,0.2642796052631579,0.001953125,46.0,263.546875
409MHz 干扰,B1,600,0.253,0.2635833333333334,0.001953125,43.0,305.09375
409MHz 干扰,B2I,55,0.38,0.36845454545454526,0.00390625,27.0,0.1875
409MHz 干扰,B2a,54,0.253,0.25770370370370377,0.001953125,36.0,0.59375
409MHz 干扰,B3,215,0.38,0.35578139534883724,0.00390625,29.0,0.5
409MHz 干扰,E1,350,0.253,0.25300000000000006,0.001953125,45.0,303.046875
409MHz 干扰,E5a,333,0.38,0.35139639639639636,0.00390625,30.0,1.1875
409MHz 干扰,E5b,277,0.253,0.2531552346570398,0.001953125,39.0,1.875
409MHz 干扰,L1,681,0.253,0.2599911894273128,0.001953125,41.0,283.375
409MHz 干扰,L2,200,0.253,0.27586000000000005,0.001953125,32.0,0.28125
409MHz 干扰,L5,243,0.253,0.27390534979423875,0.001953125,35.0,3.28125
无干扰 #2,B1,600,0.253,0.2635833333333334,0.001953125,43.0,351.5
无干扰 #2,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,22.1875
无干扰 #2,B2a,200,0.253,0.25300000000000006,0.001953125,43.0,20.046875
无干扰 #2,B3,600,0.253,0.25300000000000006,0.001953125,43.0,20.59375
无干扰 #2,E1,350,0.253,0.2527600000000001,0.001953125,46.0,349.4375
无干扰 #2,E5a,350,0.253,0.25300000000000006,0.001953125,44.0,25.09375
