segment,band,n,std_psr_median,std_psr_mean,std_adr_median,cno_median,locktime_median
无干扰 #2,E5b,350,0.253,0.25300000000000006,0.001953125,44.0,22.875
无干扰 #2,L1,714,0.253,0.2643837535014006,0.001953125,42.0,57.6875
无干扰 #2,L2,650,0.253,0.25300000000000006,0.001953125,40.0,20.0
无干扰 #2,L5,255,0.253,0.26445490196078436,0.001953125,45.0,22.0
392MHz 干扰,B1,332,0.38,0.4006024096385542,0.00390625,25.0,0.0
392MHz 干扰,B2I,50,0.38,0.37999999999999995,0.00390625,25.0,0.0
392MHz 干扰,B3,494,0.253,0.29259109311740894,0.001953125,34.0,1.28125
392MHz 干扰,E1,300,0.38,0.3363966666666667,0.00390625,30.0,0.0
392MHz 干扰,E5b,190,0.253,0.25300000000000006,0.001953125,36.0,0.875
392MHz 干扰,L1,358,0.38,0.37837150837988826,0.00390625,28.0,0.0
392MHz 干扰,L2,650,0.253,0.25300000000000006,0.001953125,42.0,65.375
无干扰 #3,B1,600,0.253,0.24929166666666674,0.001953125,42.5,16.09375
无干扰 #3,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,15.890625
无干扰 #3,B2a,200,0.253,0.24523500000000006,0.001953125,41.5,8.6875
无干扰 #3,B3,588,0.253,0.25300000000000006,0.001953125,43.0,20.234375
无干扰 #3,E1,350,0.253,0.23668000000000006,0.001953125,46.0,17.5
无干扰 #3,E5a,350,0.253,0.25300000000000006,0.001953125,44.0,16.046875
无干扰 #3,E5b,350,0.253,0.25300000000000006,0.001953125,45.0,17.5
无干扰 #3,L1,750,0.253,0.2628213333333334,0.001953125,43.0,15.9375
无干扰 #3,L2,650,0.253,0.2572984615384616,0.001953125,42.0,106.09375
无干扰 #3,L5,273,0.253,0.2776556776556777,0.001953125,46.0,13.5
4G/5G 干扰,B1,600,0.253,0.25300000000000006,0.001953125,42.0,62.09375
4G/5G 干扰,B2I,50,0.253,0.25300000000000006,0.001953125,37.0,62.6875
4G/5G 干扰,B2a,150,0.253,0.25300000000000006,0.001953125,45.0,60.6875
4G/5G 干扰,B3,595,0.253,0.25769579831932776,0.001953125,42.0,66.875
4G/5G 干扰,E1,350,0.253,0.2393200000000001,0.001953125,46.5,64.09375
4G/5G 干扰,E5a,350,0.253,0.25300000000000006,0.001953125,43.0,62.828125
4G/5G 干扰,E5b,350,0.253,0.25300000000000006,0.001953125,43.0,64.28125
4G/5G 干扰,L1,750,0.253,0.27110933333333337,0.001953125,43.0,61.59375
4G/5G 干扰,L2,650,0.253,0.2676538461538462,0.001953125,40.0,152.875
4G/5G 干扰,L5,250,0.253,0.291608,0.001953125,44.0,59.140625
无干扰 #4,B1,600,0.253,0.25086833333333336,0.001953125,42.0,115.875
无干扰 #4,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,116.484375
无干扰 #4,B2a,200,0.253,0.24418000000000006,0.001953125,40.5,57.6875
无干扰 #4,B3,570,0.253,0.2683736842105263,0.001953125,43.0,121.1875
无干扰 #4,E1,350,0.253,0.24772000000000008,0.001953125,46.0,117.375
无干扰 #4,E5a,350,0.253,0.25300000000000006,0.001953125,44.0,116.640625
无干扰 #4,E5b,350,0.253,0.25300000000000006,0.001953125,45.0,118.09375
无干扰 #4,L1,750,0.253,0.2580800000000001,0.001953125,43.0,115.375
无干扰 #4,L2,650,0.253,0.2651138461538462,0.001953125,41.0,206.6875
无干扰 #4,L5,230,0.253,0.2618347826086957,0.001953125,46.0,113.640625
Wi-Fi 干扰,B1,600,0.253,0.2639000000000001,0.001953125,43.0,170.09375
Wi-Fi 干扰,B2I,50,0.253,0.25300000000000006,0.001953125,36.0,170.6875
Wi-Fi 干扰,B2a,188,0.253,0.25300000000000006,0.001953125,44.0,166.78125
Wi-Fi 干扰,B3,537,0.253,0.2572569832402235,0.001953125,43.0,176.09375
Wi-Fi 干扰,E1,350,0.253,0.23164000000000007,0.001953125,45.5,171.59375
Wi-Fi 干扰,E5a,350,0.253,0.25300000000000006,0.001953125,43.0,170.828125
Wi-Fi 干扰,E5b,350,0.253,0.25300000000000006,0.001953125,43.0,172.28125
Wi-Fi 干扰,L1,740,0.253,0.2733270270270271,0.001953125,43.0,169.6875
Wi-Fi 干扰,L2,609,0.253,0.25904761904761914,0.001953125,40.0,261.28125
Wi-Fi 干扰,L5,250,0.253,0.2784,0.001953125,44.0,167.140625
无干扰 #5,B1,600,0.253,0.2565833333333334,0.001953125,43.0,220.09375
无干扰 #5,B2I,50,0.253,0.25300000000000006,0.001953125,36.0,220.6875
无干扰 #5,B2a,189,0.253,0.2624074074074075,0.001953125,45.0,216.6875
无干扰 #5,B3,533,0.253,0.2613395872420263,0.001953125,43.0,225.6875
无干扰 #5,E1,350,0.253,0.2405200000000001,0.001953125,46.0,221.59375
无干扰 #5,E5a,350,0.253,0.25300000000000006,0.001953125,43.0,220.828125
无干扰 #5,E5b,350,0.253,0.25300000000000006,0.001953125,44.0,222.28125
无干扰 #5,L1,750,0.253,0.2701026666666667,0.001953125,43.0,219.59375
无干扰 #5,L2,600,0.253,0.2635833333333334,0.001953125,41.0,310.78125
无干扰 #5,L5,203,0.253,0.2736453201970444,0.001953125,45.0,218.6875
