label,n,std_psr_median,std_psr_mean,std_psr_p25,std_psr_p75,std_adr_median,std_adr_mean,locktime_median,locktime_p25,doppler_std,cno_median
无干扰 #1,4744,0.253,0.23670510118043847,0.253,0.253,0.001953125,0.0019864730448988194,255.4375,240.375,1409.718492262433,45.0
409MHz 干扰,3905,0.253,0.2516955185659412,0.253,0.253,0.001953125,0.002013644366197183,12.1875,5.6875,1425.706672342518,40.0
无干扰 #2,4726,0.253,0.23575772323317823,0.253,0.253,0.001953125,0.001982467334955565,27.28125,21.1875,1404.0548486684172,45.0
392MHz 干扰,3452,0.253,0.2847389918887602,0.253,0.253,0.001953125,0.0023288130069524914,5.78125,0.6875,1476.8815901745895,35.0
无干扰 #3,4656,0.253,0.23752190721649485,0.253,0.253,0.001953125,0.0019883617912371133,24.28125,19.28125,1397.5858841064276,45.0
4G/5G 干扰,4750,0.253,0.2353698947368421,0.169,0.253,0.001953125,0.0019757401315789475,71.6875,66.59375,1415.433124988783,45.0
无干扰 #4,4700,0.253,0.23530042553191494,0.253,0.253,0.001953125,0.0019722406914893615,130.875,125.875,1410.7894066637703,45.0
Wi-Fi 干扰,4781,0.253,0.23820246810290738,0.169,0.253,0.001953125,0.0020417734260614936,200.28125,194.875,1427.3307397036729,45.0
无干扰 #5,4898,0.253,0.23705594120049006,0.253,0.253,0.001953125,0.0020121414352797062,254.875,249.28125,1472.788112470373,45.0
