segment,n_pairs,median_diff,wilcoxon_z,wilcoxon_p,significant
无干扰 #1,36,0.375,0.3680797320380526,0.7128137831291939,False
409MHz 干扰,36,2.75,3.864377220244362,0.00011137299347363516,True
无干扰 #2,36,0.0,-0.5706544693878881,0.5682338879472635,False
392MHz 干扰,35,5.375,3.565405090391014,0.0003632946167226869,True
无干扰 #3,36,0.0,0.19667439455137917,0.8440823489036684,False
4G/5G 干扰,37,0.0,0.22955061290735956,0.8184409872140403,False
无干扰 #4,37,-0.25,0.2623611917791379,0.7930429894431079,False
Wi-Fi 干扰,37,0.0,0.11012021463709268,0.9123140366914504,False
无干扰 #5,38,-0.3125,-1.510126658254712,0.1310111084005774,False
