segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,50,48.25,47.25,47.5,48.0,47.75
无干扰 #1,BDS14,BDS,100,39.5,35.25,35.75,39.25,37.625
无干扰 #1,BDS2,BDS,100,46.5,38.25,39.25,46.25,42.75
无干扰 #1,BDS21,BDS,200,47.25,37.5,42.625,45.25,44.5
无干扰 #1,BDS22,BDS,126,44.5,25.0,29.0625,44.0,32.5
无干扰 #1,BDS3,BDS,100,46.5,37.5,38.0,46.25,42.25
无干扰 #1,BDS34,BDS,154,39.25,30.0,30.25,38.5,34.25
无干扰 #1,BDS35,BDS,200,47.25,32.0,39.9375,45.3125,43.75
无干扰 #1,BDS4,BDS,100,43.75,43.0,43.25,43.5,43.5
无干扰 #1,BDS6,BDS,100,47.5,43.75,44.0,47.25,45.75
无干扰 #1,BDS7,BDS,50,45.75,45.5,45.5,45.75,45.5
无干扰 #1,BDS8,BDS,100,45.25,28.5,29.0,44.75,37.5
无干扰 #1,BDS9,BDS,150,45.5,34.5,37.3125,45.25,39.5
无干扰 #1,GAL10,GAL,200,45.75,27.0,29.5,36.875,30.75
无干扰 #1,GAL11,GAL,200,46.75,35.5,41.0625,45.125,43.0
无干扰 #1,GAL18,GAL,150,45.25,36.25,37.75,44.75,42.25
无干扰 #1,GAL194,GAL,50,34.25,33.75,33.8125,34.0,34.0
无干扰 #1,GAL34,GAL,200,37.0,27.5,30.8125,36.5,34.625
无干扰 #1,GAL36,GAL,194,38.0,32.0,32.5,34.5,33.25
无干扰 #1,GAL5,GAL,150,48.75,41.5,41.5,48.25,46.75
无干扰 #1,GAL6,GAL,200,47.75,41.75,44.3125,46.25,45.5
无干扰 #1,GAL9,GAL,200,49.5,45.25,45.875,47.25,46.375
无干扰 #1,GLO42,GLO,50,45.75,45.25,45.5,45.5,45.5
无干扰 #1,GLO76,GLO,66,44.75,17.0,42.3125,44.1875,43.25
无干扰 #1,GLO80,GLO,100,37.25,32.75,33.75,36.75,35.5
无干扰 #1,GLO82,GLO,100,45.5,28.25,34.9375,45.25,40.25
无干扰 #1,GLO96,GLO,100,46.75,45.0,45.25,46.75,46.0
无干扰 #1,GLO97,GLO,50,43.75,43.25,43.5,43.75,43.75
无干扰 #1,GPS11,GPS,150,45.0,28.25,29.5625,44.5,44.25
无干扰 #1,GPS15,GPS,100,47.5,44.25,44.5,47.5,46.25
无干扰 #1,GPS20,GPS,150,45.25,41.25,43.5,45.0,43.75
无干扰 #1,GPS29,GPS,100,47.5,32.75,35.5,47.5,41.625
无干扰 #1,GPS38,GPS,50,32.75,31.25,31.5,32.25,32.0
无干扰 #1,GPS5,GPS,50,44.5,44.25,44.25,44.5,44.5
无干扰 #1,GPS6,GPS,50,42.0,41.5,42.0,42.0,42.0
无干扰 #1,QZS192,QZS,50,47.5,47.25,47.25,47.5,47.5
无干扰 #1,QZS385,QZS,32,34.25,31.75,32.0,32.5,32.25
无干扰 #1,QZS386,QZS,150,45.0,33.75,34.5,44.5,43.25
无干扰 #1,QZS390,QZS,150,46.25,38.5,39.0,46.0,44.25
409MHz 干扰,BDS1,BDS,22,47.5,47.25,47.25,47.25,47.25
409MHz 干扰,BDS14,BDS,100,38.75,32.25,32.25,38.75,35.75
409MHz 干扰,BDS2,BDS,50,47.5,32.75,34.0625,47.25,47.25
409MHz 干扰,BDS21,BDS,145,47.5,26.5,28.0,47.0,32.75
409MHz 干扰,BDS22,BDS,50,44.25,43.5,43.75,44.0,43.75
409MHz 干扰,BDS3,BDS,50,39.75,39.0,39.0625,39.25,39.25
409MHz 干扰,BDS34,BDS,106,37.5,22.75,24.8125,37.5,25.875
409MHz 干扰,BDS35,BDS,200,48.25,30.5,32.75,40.25,35.125
409MHz 干扰,BDS4,BDS,50,46.0,45.0,45.25,45.5,45.25
409MHz 干扰,BDS6,BDS,100,47.5,43.5,43.75,47.5,45.875
409MHz 干扰,BDS7,BDS,50,35.0,34.25,34.5,34.9375,34.5
409MHz 干扰,BDS8,BDS,100,45.0,30.0,30.5,44.75,37.625
409MHz 干扰,BDS9,BDS,100,37.5,32.75,33.5,36.25,34.375
409MHz 干扰,GAL11,GAL,174,44.25,32.0,32.25,43.25,34.75
409MHz 干扰,GAL18,GAL,150,41.5,31.5,32.0,41.25,34.0
409MHz 干扰,GAL194,GAL,50,35.25,30.0,32.0,33.1875,32.5
409MHz 干扰,GAL34,GAL,50,31.25,30.5,31.0,31.25,31.25
409MHz 干扰,GAL36,GAL,75,38.5,32.25,33.875,38.0,37.75
409MHz 干扰,GAL5,GAL,150,47.5,36.25,36.5,47.0,45.5
409MHz 干扰,GAL6,GAL,200,47.5,31.5,35.5625,43.375,39.5
409MHz 干扰,GAL9,GAL,200,49.0,28.25,38.3125,47.375,43.75
409MHz 干扰,GLO42,GLO,50,45.25,44.5,44.75,45.0,44.75
409MHz 干扰,GLO76,GLO,50,43.25,42.25,42.25,43.0,42.625
409MHz 干扰,GLO80,GLO,50,36.0,31.25,32.5,34.0,33.5
409MHz 干扰,GLO82,GLO,100,44.0,32.5,34.0,44.0,39.25
409MHz 干扰,GLO96,GLO,100,45.75,23.75,25.25,45.25,36.0
409MHz 干扰,GLO97,GLO,50,33.5,32.25,32.5,33.0,32.75
409MHz 干扰,GPS11,GPS,100,45.0,24.0,28.25,45.0,37.0
409MHz 干扰,GPS15,GPS,50,41.0,40.75,40.75,41.0,40.75
409MHz 干扰,GPS20,GPS,100,45.75,43.5,43.75,45.5,44.625
409MHz 干扰,GPS29,GPS,50,40.5,40.25,40.25,40.5,40.25
409MHz 干扰,GPS38,GPS,50,34.75,32.25,32.5,34.25,33.375
409MHz 干扰,GPS6,GPS,50,46.0,45.75,45.75,46.0,45.75
409MHz 干扰,QZS192,QZS,50,41.0,40.5,40.5,40.75,40.5
409MHz 干扰,QZS386,QZS,100,45.25,32.5,33.0,45.0,39.0
409MHz 干扰,QZS390,QZS,100,40.75,38.0,38.0,40.5625,39.375
无干扰 #2,BDS1,BDS,50,48.25,47.5,48.0,48.0,48.0
无干扰 #2,BDS14,BDS,100,39.0,37.0,37.0,38.75,37.75
无干扰 #2,BDS2,BDS,88,46.5,39.5,39.9375,46.25,46.25
无干扰 #2,BDS21,BDS,200,46.75,39.25,43.125,45.5625,44.75
无干扰 #2,BDS22,BDS,112,44.25,26.0,27.1875,44.0,31.75
无干扰 #2,BDS3,BDS,100,46.75,37.25,38.25,46.25,43.125
无干扰 #2,BDS34,BDS,200,38.5,26.0,34.8125,37.25,36.0
无干扰 #2,BDS35,BDS,200,47.5,32.5,38.9375,45.9375,43.375
无干扰 #2,BDS4,BDS,100,44.75,43.25,43.5,44.5,44.0
