segment,n_pairs,median_diff,wilcoxon_z,wilcoxon_p,significant
无干扰 #1,36,-0.4375,-1.1554466286510228,0.24790757655036,False
409MHz 干扰,34,-1.5,-2.2229124731552274,0.026221702537705394,True
无干扰 #2,35,-0.5,-1.9160702204334683,0.05535615821848072,False
392MHz 干扰,33,2.5,3.16981666739861,0.0015253514647035615,True
无干扰 #3,36,-0.5,-1.57297807278132,0.11572389556609552,False
4G/5G 干扰,36,-0.6875,-1.5135947018239053,0.13012866572064352,False
无干扰 #4,37,-0.25,-0.4376081216450155,0.6616703827550747,False
Wi-Fi 干扰,38,-0.25,-0.5151898298177707,0.6064203751569912,False
无干扰 #5,37,-1.25,-2.704681693487302,0.0068369868270328205,True
