sys,n,fisher_z_avg_r,r_median,r_mean,n_strong,n_moderate,n_weak
BDS,13,0.3825487469195557,0.387726474778249,0.37793525421673474,0,4,9
GAL,7,0.2904470259653592,0.3088808798099077,0.2869561335578937,0,0,7
GLO,5,0.37750561314823794,0.32162102863357284,0.36601260873383534,0,1,4
GPS,8,0.2074062625205425,0.21696672303190734,0.20247355188427915,0,2,6
QZS,3,0.1140948871196812,0.14315415465564288,0.11306693347567391,0,0,3
