segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,50,45.75,44.75,45.0,45.5,45.25
无干扰 #1,BDS14,BDS,100,42.0,34.25,34.5,41.75,38.0
无干扰 #1,BDS2,BDS,100,46.5,39.75,40.5,46.25,43.5
无干扰 #1,BDS21,BDS,150,45.5,41.0,41.25,45.0,44.75
无干扰 #1,BDS22,BDS,87,45.0,26.5,27.5,45.0,44.75
无干扰 #1,BDS3,BDS,100,46.5,39.25,39.5,46.0,42.75
无干扰 #1,BDS34,BDS,150,36.5,27.5,30.75,36.25,32.75
无干扰 #1,BDS35,BDS,150,45.25,36.25,36.25,44.75,44.25
无干扰 #1,BDS4,BDS,100,45.75,44.75,45.0,45.5,45.25
无干扰 #1,BDS6,BDS,100,45.75,45.0,45.0,45.5,45.125
无干扰 #1,BDS8,BDS,100,43.75,43.5,43.5,43.75,43.75
无干扰 #1,BDS9,BDS,150,47.5,34.75,36.25,47.25,38.5
无干扰 #1,GAL10,GAL,150,46.25,27.5,29.75,46.0,37.0
无干扰 #1,GAL11,GAL,150,46.0,29.25,30.3125,45.75,43.75
无干扰 #1,GAL18,GAL,150,46.0,38.5,39.75,45.75,40.0
无干扰 #1,GAL194,GAL,50,38.5,32.5,32.75,33.0,33.0
无干扰 #1,GAL36,GAL,145,40.5,30.75,32.5,40.25,38.5
无干扰 #1,GAL5,GAL,100,46.5,44.5,44.75,46.25,45.5
无干扰 #1,GAL6,GAL,150,47.75,41.75,42.0,47.0,45.25
无干扰 #1,GAL9,GAL,150,48.5,43.25,43.5,47.75,44.75
无干扰 #1,GLO42,GLO,50,37.75,34.75,35.0,37.1875,35.75
无干扰 #1,GLO76,GLO,100,41.0,22.75,28.0,39.75,34.5
无干扰 #1,GLO82,GLO,100,41.75,33.75,34.75,41.25,38.5
无干扰 #1,GLO96,GLO,100,47.5,41.75,42.5,47.5,45.0
无干扰 #1,GLO97,GLO,50,42.0,41.5,41.75,41.9375,41.75
无干扰 #1,GLO98,GLO,78,42.5,21.0,30.3125,42.25,42.0
无干扰 #1,GPS11,GPS,150,45.75,26.5,27.5,45.5,42.0
无干扰 #1,GPS15,GPS,100,47.0,41.75,42.0,47.0,44.375
无干扰 #1,GPS20,GPS,150,46.5,41.25,41.5,45.75,42.125
无干扰 #1,GPS29,GPS,100,48.5,32.25,33.75,48.5,41.375
无干扰 #1,GPS38,GPS,50,33.5,30.5,30.75,32.25,32.0
无干扰 #1,GPS5,GPS,50,42.75,42.0,42.25,42.5,42.25
无干扰 #1,GPS6,GPS,50,42.5,42.0,42.0,42.5,42.25
无干扰 #1,QZS192,QZS,50,47.5,47.25,47.25,47.25,47.25
无干扰 #1,QZS385,QZS,100,37.25,31.0,31.5,37.25,35.875
无干扰 #1,QZS386,QZS,150,45.25,28.25,30.0,45.25,42.5
无干扰 #1,QZS390,QZS,150,46.75,38.25,38.5,46.5,45.5
409MHz 干扰,BDS1,BDS,6,45.5,45.5,45.5,45.5,45.5
409MHz 干扰,BDS14,BDS,100,42.0,25.5,26.5,41.8125,34.5
409MHz 干扰,BDS2,BDS,50,45.75,30.5,45.5,45.75,45.5
409MHz 干扰,BDS21,BDS,117,45.0,24.5,25.25,44.75,34.25
409MHz 干扰,BDS22,BDS,50,34.5,30.25,30.75,34.25,33.75
409MHz 干扰,BDS3,BDS,50,40.75,39.5,40.0,40.5,40.25
409MHz 干扰,BDS34,BDS,100,33.5,31.0,31.25,32.5,32.0
409MHz 干扰,BDS35,BDS,148,45.25,20.5,22.25,44.75,33.25
409MHz 干扰,BDS4,BDS,50,46.25,45.75,46.0,46.25,46.0
409MHz 干扰,BDS6,BDS,76,45.5,44.5,44.75,45.0,45.0
409MHz 干扰,BDS7,BDS,38,44.75,31.75,32.625,44.5,44.5
409MHz 干扰,BDS8,BDS,100,44.0,28.5,31.25,44.0,37.875
409MHz 干扰,BDS9,BDS,100,40.0,32.5,33.0,39.3125,36.25
409MHz 干扰,GAL11,GAL,139,43.25,29.0,31.75,43.0,36.5
409MHz 干扰,GAL18,GAL,150,40.25,20.75,28.25,38.25,30.375
409MHz 干扰,GAL194,GAL,50,35.75,33.5,34.25,34.75,34.5
409MHz 干扰,GAL36,GAL,50,28.25,26.25,27.0,27.5,27.25
409MHz 干扰,GAL5,GAL,100,45.0,30.5,31.75,44.75,39.0
409MHz 干扰,GAL6,GAL,150,45.25,30.75,31.25,44.5,33.25
409MHz 干扰,GAL9,GAL,150,45.0,32.75,33.25,44.75,36.5
409MHz 干扰,GLO42,GLO,50,42.75,24.25,25.8125,42.5,42.25
409MHz 干扰,GLO76,GLO,50,42.0,41.0,41.25,41.5,41.5
409MHz 干扰,GLO82,GLO,100,42.0,34.0,35.1875,42.0,38.875
409MHz 干扰,GLO96,GLO,100,43.0,35.25,35.75,43.0,39.875
409MHz 干扰,GLO97,GLO,50,32.75,30.75,31.75,32.25,31.875
409MHz 干扰,GLO98,GLO,18,42.25,42.0,42.0,42.0,42.0
409MHz 干扰,GPS11,GPS,100,41.75,25.0,25.75,41.0625,33.875
409MHz 干扰,GPS15,GPS,50,36.75,36.0,36.0,36.5,36.25
409MHz 干扰,GPS20,GPS,100,42.25,40.5,40.75,42.0,41.625
409MHz 干扰,GPS29,GPS,50,37.75,37.5,37.5,37.75,37.75
409MHz 干扰,GPS38,GPS,50,35.75,33.25,33.5,35.75,35.5
409MHz 干扰,GPS6,GPS,50,42.5,42.0,42.25,42.25,42.25
409MHz 干扰,QZS192,QZS,50,37.25,36.0,36.0,36.75,36.0
409MHz 干扰,QZS386,QZS,100,42.5,32.5,34.0,42.5,38.375
409MHz 干扰,QZS390,QZS,100,38.0,36.0,36.25,37.25,36.625
无干扰 #2,BDS1,BDS,50,46.0,45.25,45.5,45.75,45.5
无干扰 #2,BDS14,BDS,100,41.75,33.25,33.25,41.5,37.5
无干扰 #2,BDS2,BDS,100,46.5,39.5,40.1875,46.25,43.375
无干扰 #2,BDS21,BDS,150,45.25,40.0,40.25,44.9375,44.5
无干扰 #2,BDS22,BDS,100,43.75,24.5,26.4375,43.75,35.5
无干扰 #2,BDS3,BDS,100,46.25,39.5,39.9375,45.75,42.875
无干扰 #2,BDS34,BDS,150,37.25,31.5,32.0,36.25,35.5
无干扰 #2,BDS35,BDS,150,44.5,34.75,35.0,44.0,43.25
无干扰 #2,BDS4,BDS,100,45.75,44.75,45.0,45.3125,45.25
无干扰 #2,BDS6,BDS,100,46.25,44.5,44.75,45.75,45.125
无干扰 #2,BDS7,BDS,50,45.25,45.0,45.0,45.25,45.0
无干扰 #2,BDS8,BDS,100,43.5,31.75,32.0,43.5,37.875
