segment,svid,sys,n,std_psr_median,std_psr_max,std_adr_median,locktime_median,cno_median
无干扰 #1,BDS1,BDS,100,0.253,0.253,0.001953125,503.890625,45.5
无干扰 #1,BDS14,BDS,100,0.253,0.253,0.001953125,497.546875,41.0
无干扰 #1,BDS2,BDS,100,0.253,0.253,0.001953125,105.296875,40.0
无干扰 #1,BDS21,BDS,150,0.253,0.253,0.001953125,498.546875,45.0
无干扰 #1,BDS22,BDS,87,0.38,0.38,0.00390625,0.375,27.0
无干扰 #1,BDS3,BDS,100,0.253,0.253,0.001953125,257.34375,45.0
无干扰 #1,BDS34,BDS,150,0.253,0.253,0.001953125,5.78125,36.0
无干扰 #1,BDS35,BDS,150,0.253,0.253,0.001953125,499.046875,44.0
无干扰 #1,BDS4,BDS,100,0.253,0.253,0.001953125,503.78125,45.0
无干扰 #1,BDS6,BDS,100,0.253,0.253,0.001953125,502.828125,44.0
无干扰 #1,BDS8,BDS,100,0.253,0.253,0.001953125,500.140625,45.0
无干扰 #1,BDS9,BDS,150,0.253,0.253,0.001953125,148.890625,35.0
无干扰 #1,GAL10,GAL,150,0.38,0.38,0.00390625,1.5,30.0
无干扰 #1,GAL11,GAL,150,0.253,0.253,0.001953125,497.375,43.0
无干扰 #1,GAL18,GAL,150,0.253,0.253,0.001953125,483.375,40.0
无干扰 #1,GAL36,GAL,145,0.253,0.38,0.001953125,3.875,33.0
无干扰 #1,GAL5,GAL,150,0.253,0.253,0.001953125,502.09375,44.0
无干扰 #1,GAL6,GAL,150,0.253,0.253,0.001953125,501.546875,45.0
无干扰 #1,GAL9,GAL,150,0.253,0.253,0.001953125,497.28125,46.0
无干扰 #1,GLO75,GLO,50,0.253,0.253,0.001953125,342.390625,39.0
无干扰 #1,GLO76,GLO,100,0.3165,0.38,0.001953125,0.375,31.5
无干扰 #1,GLO82,GLO,100,0.253,0.253,0.001953125,499.734375,44.0
无干扰 #1,GLO96,GLO,100,0.253,0.253,0.001953125,502.28125,42.0
无干扰 #1,GLO97,GLO,50,0.253,0.253,0.001953125,501.09375,42.0
无干扰 #1,GLO98,GLO,78,0.253,0.57,0.001953125,0.59375,35.0
无干扰 #1,GPS11,GPS,150,0.253,0.253,0.001953125,499.1875,45.0
无干扰 #1,GPS15,GPS,100,0.253,0.253,0.001953125,497.984375,42.0
无干扰 #1,GPS20,GPS,150,0.253,0.253,0.001953125,497.140625,46.0
无干扰 #1,GPS29,GPS,100,0.253,0.38,0.001953125,1.1875,32.0
无干扰 #1,GPS5,GPS,100,0.253,0.253,0.001953125,499.328125,42.0
无干扰 #1,GPS6,GPS,50,0.38,0.38,0.00390625,0.1875,27.0
无干扰 #1,QZS194,QZS,150,0.38,0.38,0.001953125,2.484375,31.0
无干扰 #1,QZS195,QZS,150,0.253,0.253,0.001953125,500.640625,45.0
无干扰 #1,QZS199,QZS,150,0.253,0.253,0.001953125,497.046875,45.0
409MHz 干扰,BDS1,BDS,56,0.253,0.38,0.001953125,539.09375,45.0
409MHz 干扰,BDS14,BDS,100,0.3165,0.38,0.0029296875,265.03125,33.5
409MHz 干扰,BDS2,BDS,50,0.253,0.253,0.001953125,214.1875,40.0
409MHz 干扰,BDS21,BDS,117,0.253,0.38,0.001953125,1.09375,34.0
409MHz 干扰,BDS22,BDS,50,0.38,0.38,0.001953125,15.890625,31.0
409MHz 干扰,BDS3,BDS,50,0.253,0.253,0.001953125,539.6875,46.0
