segment,svid,sys,n,std_psr_median,std_psr_max,std_adr_median,locktime_median,cno_median
无干扰 #1,BDS1,BDS,100,0.169,0.253,0.001953125,132.984375,47.5
无干扰 #1,BDS14,BDS,100,0.253,0.253,0.001953125,68.140625,36.5
无干扰 #1,BDS2,BDS,89,0.253,0.253,0.001953125,0.6875,35.0
无干扰 #1,BDS21,BDS,150,0.253,0.253,0.001953125,132.046875,44.0
无干扰 #1,BDS22,BDS,107,0.38,0.38,0.00390625,2.28125,29.0
无干扰 #1,BDS3,BDS,100,0.21100000000000002,0.253,0.001953125,132.875,46.0
无干扰 #1,BDS34,BDS,126,0.253,0.253,0.001953125,19.984375,34.0
无干扰 #1,BDS35,BDS,150,0.253,0.253,0.001953125,132.6875,45.0
无干扰 #1,BDS4,BDS,100,0.253,0.253,0.001953125,132.984375,45.0
无干扰 #1,BDS6,BDS,100,0.21100000000000002,0.253,0.001953125,131.6875,46.5
无干扰 #1,BDS7,BDS,50,0.38,0.38,0.00390625,0.0,22.0
无干扰 #1,BDS8,BDS,100,0.253,0.253,0.001953125,132.890625,46.0
无干扰 #1,BDS9,BDS,150,0.253,0.253,0.001953125,74.390625,37.0
无干扰 #1,GAL10,GAL,150,0.253,0.253,0.001953125,132.59375,45.0
无干扰 #1,GAL11,GAL,150,0.253,0.253,0.001953125,91.546875,42.0
无干扰 #1,GAL12,GAL,150,0.253,0.253,0.001953125,131.28125,41.0
无干扰 #1,GAL18,GAL,150,0.169,0.253,0.001953125,133.0,48.0
无干扰 #1,GAL28,GAL,146,0.253,0.38,0.001953125,0.28125,32.0
无干扰 #1,GAL36,GAL,150,0.253,0.38,0.001953125,39.1875,36.0
无干扰 #1,GAL4,GAL,150,0.253,0.253,0.001953125,132.828125,44.0
无干扰 #1,GAL6,GAL,150,0.253,0.253,0.001953125,132.875,45.0
无干扰 #1,GAL9,GAL,150,0.169,0.253,0.001953125,133.1875,48.0
无干扰 #1,GLO81,GLO,100,0.253,0.253,0.001953125,132.28125,45.0
无干扰 #1,GLO82,GLO,100,0.253,0.253,0.001953125,102.09375,40.5
无干扰 #1,GLO95,GLO,100,0.253,0.253,0.001953125,132.0,42.0
无干扰 #1,GLO96,GLO,100,0.253,0.253,0.001953125,131.9375,44.0
无干扰 #1,GLO97,GLO,50,0.253,0.253,0.001953125,21.28125,36.0
无干扰 #1,GPS11,GPS,150,0.253,0.253,0.001953125,132.0,45.0
无干扰 #1,GPS15,GPS,100,0.253,0.253,0.001953125,131.328125,42.5
无干扰 #1,GPS20,GPS,100,0.253,0.253,0.001953125,132.234375,46.0
无干扰 #1,GPS29,GPS,100,0.253,0.253,0.001953125,44.625,35.0
无干扰 #1,GPS30,GPS,50,0.38,0.38,0.00390625,0.1875,26.0
无干扰 #1,GPS5,GPS,100,0.253,0.253,0.001953125,131.546875,44.5
无干扰 #1,QZS194,QZS,136,0.253,0.38,0.001953125,1.5,32.0
无干扰 #1,QZS195,QZS,150,0.253,0.253,0.001953125,132.375,45.0
无干扰 #1,QZS199,QZS,150,0.253,0.253,0.001953125,131.875,43.0
409MHz 干扰,BDS1,BDS,96,0.169,0.253,0.001953125,173.1875,47.0
409MHz 干扰,BDS14,BDS,100,0.253,0.38,0.001953125,14.4375,33.5
409MHz 干扰,BDS2,BDS,31,0.38,0.38,0.00390625,0.0,29.0
409MHz 干扰,BDS21,BDS,150,0.253,0.253,0.001953125,11.1875,39.0
409MHz 干扰,BDS22,BDS,50,0.38,0.38,0.001953125,4.390625,31.0
409MHz 干扰,BDS3,BDS,78,0.169,0.38,0.001953125,174.984375,47.0
409MHz 干扰,BDS34,BDS,50,0.253,0.253,0.001953125,59.984375,33.0
409MHz 干扰,BDS35,BDS,136,0.253,0.253,0.001953125,12.984375,37.0
409MHz 干扰,BDS4,BDS,89,0.253,0.253,0.001953125,173.875,45.0
409MHz 干扰,BDS6,BDS,100,0.253,0.253,0.001953125,96.4375,42.5
409MHz 干扰,BDS8,BDS,100,0.253,0.253,0.001953125,177.28125,42.0
409MHz 干扰,BDS9,BDS,150,0.253,0.38,0.001953125,12.984375,37.0
409MHz 干扰,GAL10,GAL,150,0.253,0.253,0.001953125,177.0,43.5
409MHz 干扰,GAL11,GAL,142,0.253,0.253,0.001953125,134.640625,42.0
409MHz 干扰,GAL12,GAL,150,0.253,0.253,0.001953125,19.59375,40.0
409MHz 干扰,GAL18,GAL,150,0.169,0.253,0.001953125,177.375,48.0
409MHz 干扰,GAL28,GAL,57,0.253,0.38,0.001953125,0.09375,31.0
409MHz 干扰,GAL36,GAL,131,0.253,0.38,0.001953125,0.6875,32.0
409MHz 干扰,GAL4,GAL,150,0.253,0.253,0.001953125,177.234375,46.0
409MHz 干扰,GAL6,GAL,150,0.253,0.253,0.001953125,174.828125,45.0
409MHz 干扰,GAL9,GAL,150,0.169,0.253,0.001953125,177.59375,48.0
409MHz 干扰,GLO81,GLO,100,0.253,0.253,0.001953125,175.09375,41.5
409MHz 干扰,GLO82,GLO,100,0.3165,0.57,0.0029296875,57.078125,33.5
409MHz 干扰,GLO95,GLO,100,0.3165,0.57,0.0029296875,85.984375,34.0
409MHz 干扰,GLO96,GLO,100,0.253,0.253,0.001953125,88.4375,41.0
409MHz 干扰,GLO97,GLO,50,0.253,0.253,0.001953125,65.6875,38.0
409MHz 干扰,GPS11,GPS,100,0.253,0.253,0.001953125,176.328125,41.5
409MHz 干扰,GPS15,GPS,50,0.253,0.253,0.001953125,176.28125,45.0
409MHz 干扰,GPS20,GPS,50,0.253,0.253,0.001953125,177.390625,46.0
409MHz 干扰,GPS29,GPS,50,0.253,0.253,0.001953125,119.1875,34.0
409MHz 干扰,GPS30,GPS,50,0.38,0.38,0.00390625,0.1875,28.0
409MHz 干扰,GPS5,GPS,50,0.253,0.253,0.001953125,176.28125,46.0
409MHz 干扰,QZS194,QZS,41,0.38,0.38,0.00390625,0.0,26.0
409MHz 干扰,QZS195,QZS,100,0.253,0.253,0.001953125,176.890625,43.0
409MHz 干扰,QZS199,QZS,100,0.253,0.253,0.001953125,176.09375,40.5
无干扰 #2,BDS1,BDS,100,0.169,0.253,0.001953125,128.625,47.0
无干扰 #2,BDS14,BDS,100,0.253,0.253,0.001953125,52.875,38.0
无干扰 #2,BDS2,BDS,100,0.253,0.253,0.001953125,0.4375,34.0
无干扰 #2,BDS21,BDS,150,0.253,0.253,0.001953125,28.640625,44.0
无干扰 #2,BDS22,BDS,50,0.38,0.38,0.00390625,1.234375,30.0
无干扰 #2,BDS3,BDS,100,0.21100000000000002,0.253,0.001953125,127.03125,46.5
无干扰 #2,BDS34,BDS,150,0.253,0.38,0.001953125,4.828125,33.0
无干扰 #2,BDS35,BDS,150,0.253,0.253,0.001953125,43.1875,44.0
无干扰 #2,BDS4,BDS,100,0.253,0.253,0.001953125,126.484375,46.0
无干扰 #2,BDS6,BDS,100,0.253,0.253,0.001953125,146.4375,46.5
无干扰 #2,BDS8,BDS,100,0.253,0.253,0.001953125,127.140625,46.0
无干扰 #2,BDS9,BDS,150,0.253,0.253,0.001953125,28.09375,38.0
无干扰 #2,GAL10,GAL,150,0.253,0.253,0.001953125,227.0,45.0
无干扰 #2,GAL11,GAL,150,0.253,0.253,0.001953125,47.484375,45.0
无干扰 #2,GAL12,GAL,150,0.253,0.253,0.001953125,69.59375,40.0
无干扰 #2,GAL18,GAL,150,0.169,0.253,0.001953125,227.375,48.0
无干扰 #2,GAL28,GAL,50,0.38,0.38,0.00390625,0.0,30.0
无干扰 #2,GAL36,GAL,150,0.253,0.38,0.001953125,8.6875,36.0
无干扰 #2,GAL4,GAL,150,0.253,0.253,0.001953125,224.828125,46.0
无干扰 #2,GAL6,GAL,150,0.253,0.253,0.001953125,224.828125,46.0
无干扰 #2,GAL9,GAL,150,0.169,0.253,0.001953125,227.59375,47.0
无干扰 #2,GLO81,GLO,100,0.253,0.253,0.001953125,126.484375,43.5
无干扰 #2,GLO82,GLO,100,0.253,0.253,0.001953125,97.328125,41.0
无干扰 #2,GLO95,GLO,100,0.253,0.253,0.001953125,126.1875,42.5
无干扰 #2,GLO96,GLO,100,0.253,0.253,0.001953125,126.390625,44.5
无干扰 #2,GLO97,GLO,50,0.253,0.253,0.001953125,24.390625,39.0
无干扰 #2,GPS11,GPS,150,0.253,0.253,0.001953125,223.828125,45.0
无干扰 #2,GPS15,GPS,100,0.253,0.253,0.001953125,125.28125,43.0
无干扰 #2,GPS20,GPS,100,0.253,0.253,0.001953125,125.140625,45.5
无干扰 #2,GPS29,GPS,100,0.253,0.253,0.001953125,12.046875,37.0
无干扰 #2,GPS30,GPS,131,0.38,0.57,0.00390625,0.09375,27.0
无干扰 #2,GPS5,GPS,100,0.253,0.253,0.001953125,125.1875,44.0
无干扰 #2,QZS194,QZS,131,0.38,0.38,0.00390625,1.1875,30.0
无干扰 #2,QZS195,QZS,150,0.253,0.253,0.001953125,224.375,44.0
无干扰 #2,QZS199,QZS,150,0.253,0.253,0.001953125,223.59375,43.0
392MHz 干扰,BDS1,BDS,100,0.253,0.38,0.001953125,37.9375,38.5
392MHz 干扰,BDS14,BDS,100,0.3165,0.38,0.0029296875,0.28125,29.0
