label,n,std_psr_median,std_psr_mean,std_psr_p25,std_psr_p75,std_adr_median,std_adr_mean,locktime_median,locktime_p25,doppler_std,cno_median
无干扰 #1,4254,0.253,0.2531116596144805,0.253,0.253,0.001953125,0.002081221350493653,130.09375,73.5,1383.8441991843845,44.0
409MHz 干扰,3401,0.253,0.2572769773596002,0.253,0.253,0.001953125,0.0021351716406939137,172.6875,9.1875,1428.120346954309,40.0
无干扰 #2,4162,0.253,0.25476645843344553,0.253,0.253,0.001953125,0.0021112708733781837,44.640625,22.375,1378.1365067717109,44.0
392MHz 干扰,2879,0.253,0.29000243139979165,0.253,0.38,0.001953125,0.0024673552014588397,2.09375,0.1875,1381.4069316763305,35.0
无干扰 #3,4198,0.253,0.283935921867556,0.253,0.253,0.001953125,0.002055480288232492,23.328125,19.1875,1441.05486465123,44.0
4G/5G 干扰,4205,0.253,0.2519367419738407,0.253,0.253,0.001953125,0.002037659780023781,77.0,72.0,1415.502825703233,43.0
无干扰 #4,4249,0.253,0.2472612379383385,0.253,0.253,0.001953125,0.0019765680160037657,135.78125,130.1875,1415.7804156914117,43.0
Wi-Fi 干扰,4383,0.253,0.25279329226557157,0.253,0.253,0.001953125,0.0020253144250513347,182.875,58.78125,1446.6457445195351,43.0
无干扰 #5,4442,0.253,0.25107766771724455,0.253,0.253,0.001953125,0.0020129235141828007,226.78125,66.3359375,1451.3346031336305,43.0
