segment,n_pairs,median_diff,wilcoxon_z,wilcoxon_p,significant
无干扰 #1,36,-0.6875,-1.3851214020224083,0.16601534871218027,False
409MHz 干扰,20,9.9375,3.379195364367259,0.0007269832692178291,True
无干扰 #2,36,-1.25,-1.9958588888925615,0.04594928467613402,True
392MHz 干扰,1,7.75,,,
无干扰 #3,38,-0.75,-1.545406759386324,0.12224790636508365,False
4G/5G 干扰,38,-1.5,-2.7711369697741954,0.005586092344690208,True
无干扰 #4,38,-1.25,-2.7386283752371043,0.006169606832015617,True
Wi-Fi 干扰,38,-1.125,-1.8789108679823168,0.06025666464112511,False
无干扰 #5,37,-1.125,-1.3352136197328388,0.1818064404816495,False
