segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,50,47.5,46.75,47.0,47.25,47.25
无干扰 #1,BDS14,BDS,100,36.0,33.75,34.4375,35.75,35.25
无干扰 #1,BDS2,BDS,89,48.5,34.25,34.75,48.0,48.0
无干扰 #1,BDS21,BDS,150,45.75,39.5,39.75,45.25,44.75
无干扰 #1,BDS22,BDS,107,44.0,26.5,29.75,43.75,30.5
无干扰 #1,BDS3,BDS,100,48.0,33.75,36.25,47.8125,43.25
无干扰 #1,BDS34,BDS,126,35.5,29.0,30.0,35.0,34.25
无干扰 #1,BDS35,BDS,150,47.25,33.0,34.0,46.75,44.25
无干扰 #1,BDS4,BDS,100,45.5,44.5,45.0,45.25,45.0
无干扰 #1,BDS6,BDS,100,47.75,45.75,46.0,47.5625,46.875
无干扰 #1,BDS7,BDS,50,46.5,46.0,46.25,46.5,46.25
无干扰 #1,BDS8,BDS,100,47.5,21.75,22.25,47.0625,35.0
无干扰 #1,BDS9,BDS,150,46.5,37.0,38.5,46.0,41.25
无干扰 #1,GAL10,GAL,150,49.75,42.75,43.0,49.5,45.625
无干扰 #1,GAL11,GAL,150,46.25,41.5,42.0,45.75,45.25
无干扰 #1,GAL12,GAL,150,46.0,40.0,40.0625,45.75,41.0
无干扰 #1,GAL18,GAL,150,49.75,39.25,39.5,49.0,48.5
无干扰 #1,GAL194,GAL,50,37.0,36.5,36.75,37.0,36.75
无干扰 #1,GAL28,GAL,146,46.75,31.25,32.5625,46.5,35.0
无干扰 #1,GAL36,GAL,150,40.75,26.75,27.5,40.0,31.0
无干扰 #1,GAL4,GAL,100,49.0,43.5,44.0,48.75,46.625
无干扰 #1,GAL6,GAL,150,49.5,42.5,42.75,49.0,45.0
无干扰 #1,GAL9,GAL,150,48.5,45.75,46.0,48.25,48.0
无干扰 #1,GLO41,GLO,50,36.5,35.5,35.75,36.25,36.0
无干扰 #1,GLO81,GLO,50,45.75,45.5,45.5,45.75,45.5
无干扰 #1,GLO82,GLO,100,46.5,38.25,39.9375,46.0625,43.25
无干扰 #1,GLO95,GLO,100,43.25,41.0,41.25,42.5,41.5
无干扰 #1,GLO96,GLO,100,45.75,43.25,43.75,45.75,44.75
无干扰 #1,GLO97,GLO,50,43.5,42.75,43.0,43.25,43.25
无干扰 #1,GPS11,GPS,150,46.0,43.0,43.25,45.5,43.75
无干扰 #1,GPS15,GPS,100,46.0,44.5,45.0,45.75,45.5
无干扰 #1,GPS20,GPS,100,46.5,40.75,41.0,46.5,43.875
无干扰 #1,GPS29,GPS,100,47.0,35.0,35.25,47.0,42.125
无干扰 #1,GPS30,GPS,50,35.5,34.75,35.25,35.5,35.5
无干扰 #1,GPS44,GPS,50,27.5,25.5,26.25,27.0,26.625
无干扰 #1,GPS5,GPS,50,46.75,46.5,46.5,46.75,46.5
无干扰 #1,QZS192,QZS,50,47.25,47.0,47.0,47.25,47.0
无干扰 #1,QZS385,QZS,86,34.5,31.75,32.5,34.0,33.25
无干扰 #1,QZS386,QZS,150,45.0,30.5,31.25,44.75,44.5
无干扰 #1,QZS390,QZS,150,47.25,38.0,38.25,47.25,43.75
409MHz 干扰,BDS1,BDS,46,47.75,33.0,47.75,47.75,47.75
409MHz 干扰,BDS14,BDS,100,36.0,26.0,28.0,35.75,32.875
409MHz 干扰,BDS2,BDS,31,47.75,34.0,37.625,41.0,38.75
409MHz 干扰,BDS21,BDS,150,45.75,29.0,32.0,45.5,39.625
409MHz 干扰,BDS22,BDS,50,35.25,32.75,33.5,35.1875,34.5
409MHz 干扰,BDS3,BDS,78,48.25,25.75,30.5625,47.75,39.0
409MHz 干扰,BDS34,BDS,50,31.5,30.25,30.75,31.25,31.25
409MHz 干扰,BDS35,BDS,136,45.75,33.0,33.75,45.5,37.5
409MHz 干扰,BDS4,BDS,89,48.25,31.0,36.75,45.75,45.25
409MHz 干扰,BDS6,BDS,100,47.5,34.25,37.4375,47.25,46.125
409MHz 干扰,BDS8,BDS,100,47.0,37.5,38.25,47.0,42.625
409MHz 干扰,BDS9,BDS,150,39.0,35.5,37.0,38.5,37.875
409MHz 干扰,GAL10,GAL,150,49.25,39.5,40.0,48.0,43.875
409MHz 干扰,GAL11,GAL,142,48.0,38.25,40.25,46.1875,42.75
409MHz 干扰,GAL12,GAL,150,44.75,35.0,37.0,44.0,40.75
409MHz 干扰,GAL18,GAL,150,49.0,33.25,35.0,48.75,48.25
409MHz 干扰,GAL194,GAL,41,32.75,32.25,32.25,32.5,32.5
409MHz 干扰,GAL195,GAL,9,32.5,32.25,32.25,32.25,32.25
409MHz 干扰,GAL28,GAL,57,42.25,28.5,41.0,42.0,41.5
409MHz 干扰,GAL36,GAL,131,38.75,29.0,31.75,34.75,32.75
409MHz 干扰,GAL4,GAL,100,49.75,45.5,46.0,49.5,47.625
409MHz 干扰,GAL6,GAL,150,48.75,37.25,38.5,47.0,45.25
409MHz 干扰,GAL9,GAL,150,49.0,37.25,39.0,48.25,48.0
409MHz 干扰,GLO41,GLO,50,38.75,37.75,38.0,38.5,38.25
409MHz 干扰,GLO81,GLO,50,45.0,44.25,44.25,44.75,44.5
409MHz 干扰,GLO82,GLO,100,41.5,36.0,38.6875,40.75,39.25
409MHz 干扰,GLO95,GLO,100,43.0,20.0,25.4375,42.25,35.0
409MHz 干扰,GLO96,GLO,100,45.75,19.75,23.5,45.75,36.625
409MHz 干扰,GLO97,GLO,50,37.25,32.75,34.25,36.5,35.25
409MHz 干扰,GPS11,GPS,100,46.0,42.5,43.1875,46.0,44.875
409MHz 干扰,GPS15,GPS,50,41.75,40.5,40.75,41.75,41.25
409MHz 干扰,GPS20,GPS,50,45.75,44.5,44.75,45.75,45.5
409MHz 干扰,GPS29,GPS,50,46.25,46.0,46.0,46.25,46.25
409MHz 干扰,GPS30,GPS,50,36.75,33.25,33.75,34.6875,34.25
409MHz 干扰,GPS44,GPS,50,29.75,24.75,26.75,28.6875,28.0
409MHz 干扰,QZS192,QZS,50,43.0,42.75,42.75,43.0,43.0
409MHz 干扰,QZS386,QZS,91,44.75,22.5,26.625,44.75,44.5
409MHz 干扰,QZS390,QZS,100,42.75,38.75,39.0,42.5,40.375
无干扰 #2,BDS1,BDS,50,47.75,47.0,47.0,47.5,47.25
无干扰 #2,BDS14,BDS,100,37.5,36.0,36.75,37.0,37.0
无干扰 #2,BDS2,BDS,100,47.75,32.25,33.5,47.75,40.875
无干扰 #2,BDS21,BDS,150,45.0,39.5,40.25,44.5,44.0
无干扰 #2,BDS22,BDS,50,43.75,43.5,43.75,43.75,43.75
无干扰 #2,BDS3,BDS,100,48.5,34.75,36.5,48.25,42.875
无干扰 #2,BDS34,BDS,150,39.0,22.75,28.5,38.5,30.0
无干扰 #2,BDS35,BDS,150,44.5,32.5,33.75,44.0,42.5
无干扰 #2,BDS4,BDS,100,46.75,44.5,45.0,46.25,45.375
无干扰 #2,BDS6,BDS,100,47.5,45.75,46.25,47.5,46.875
无干扰 #2,BDS8,BDS,100,47.25,46.25,46.25,47.0,46.75
无干扰 #2,BDS9,BDS,150,46.0,38.25,38.5625,45.75,40.25
无干扰 #2,GAL10,GAL,150,49.25,43.25,43.75,48.0,45.5
无干扰 #2,GAL11,GAL,150,47.75,45.25,45.5,47.0,45.75
无干扰 #2,GAL12,GAL,150,44.25,40.0,40.5,43.75,43.25
无干扰 #2,GAL18,GAL,150,49.25,36.0,36.25,48.75,48.0
无干扰 #2,GAL194,GAL,50,36.25,35.5,35.75,36.0,36.0
无干扰 #2,GAL28,GAL,50,46.75,46.5,46.5,46.75,46.5
无干扰 #2,GAL36,GAL,150,41.25,29.0,30.75,41.0,32.5
无干扰 #2,GAL4,GAL,100,49.25,46.25,46.25,48.25,47.375
无干扰 #2,GAL6,GAL,150,49.0,42.5,42.75,48.25,44.25
无干扰 #2,GAL9,GAL,150,48.25,45.75,46.0,47.75,47.5
无干扰 #2,GLO41,GLO,50,40.25,38.75,39.0,40.0,39.5
无干扰 #2,GLO81,GLO,50,43.25,43.0,43.25,43.25,43.25
无干扰 #2,GLO82,GLO,100,45.0,39.0,40.5,44.75,43.125
无干扰 #2,GLO95,GLO,100,45.0,40.5,42.75,44.75,44.125
无干扰 #2,GLO96,GLO,100,45.5,40.75,41.25,45.5,43.375
无干扰 #2,GLO97,GLO,50,44.0,43.75,43.75,44.0,44.0
无干扰 #2,GPS11,GPS,150,46.0,41.5,42.5,45.5,43.625
无干扰 #2,GPS15,GPS,100,46.0,44.25,45.25,46.0,45.75
无干扰 #2,GPS20,GPS,100,45.75,40.0,40.5,45.75,43.875
无干扰 #2,GPS29,GPS,100,46.75,38.0,38.5,46.5,42.625
无干扰 #2,GPS30,GPS,131,36.0,19.5,25.75,34.5,30.0
无干扰 #2,GPS44,GPS,50,30.75,22.0,26.8125,30.25,29.0
无干扰 #2,GPS5,GPS,50,46.5,45.5,45.75,46.25,46.0
无干扰 #2,QZS192,QZS,50,47.0,46.75,46.75,47.0,46.75
无干扰 #2,QZS385,QZS,81,31.0,24.5,27.75,29.75,29.25
无干扰 #2,QZS386,QZS,150,44.75,32.0,32.75,44.5,44.25
无干扰 #2,QZS390,QZS,150,47.0,39.25,39.25,46.75,43.75
392MHz 干扰,BDS1,BDS,50,36.25,29.75,31.3125,33.25,32.25
392MHz 干扰,BDS14,BDS,100,33.0,23.5,25.4375,29.75,27.625
392MHz 干扰,BDS21,BDS,100,35.75,28.5,29.0,33.0,30.875
392MHz 干扰,BDS3,BDS,100,43.75,34.0,35.75,42.25,38.875
392MHz 干扰,BDS34,BDS,100,41.75,24.0,25.25,40.25,32.875
392MHz 干扰,BDS35,BDS,100,33.5,27.5,28.75,32.5,30.875
392MHz 干扰,BDS4,BDS,100,42.25,28.5,32.5,41.0,37.625
392MHz 干扰,BDS6,BDS,100,40.25,33.0,33.75,36.25,34.75
392MHz 干扰,BDS8,BDS,100,38.75,32.75,33.25,35.3125,34.5
392MHz 干扰,BDS9,BDS,150,44.0,22.75,25.25,41.5,26.625
392MHz 干扰,GAL10,GAL,92,38.25,32.25,34.9375,36.25,35.75
392MHz 干扰,GAL11,GAL,86,41.5,33.75,35.5,39.25,35.875
392MHz 干扰,GAL12,GAL,50,39.25,30.25,34.0625,35.8125,34.5
392MHz 干扰,GAL18,GAL,100,41.0,27.5,30.0,40.75,35.5
392MHz 干扰,GAL194,GAL,50,31.0,26.5,28.0,29.75,29.125
392MHz 干扰,GAL36,GAL,50,39.0,34.75,36.5,38.25,37.375
392MHz 干扰,GAL4,GAL,50,37.75,34.0,35.5,36.75,36.25
392MHz 干扰,GAL6,GAL,100,40.0,33.75,35.75,38.3125,36.75
392MHz 干扰,GAL9,GAL,100,40.0,35.0,36.6875,39.75,39.0
392MHz 干扰,GLO41,GLO,50,44.75,17.0,20.8125,23.4375,22.125
392MHz 干扰,GLO82,GLO,50,45.25,45.0,45.25,45.25,45.25
392MHz 干扰,GLO95,GLO,50,44.0,43.75,43.75,44.0,43.75
392MHz 干扰,GLO96,GLO,100,44.25,34.75,36.75,43.5,40.25
392MHz 干扰,GLO97,GLO,49,44.75,44.25,44.5,44.5,44.5
392MHz 干扰,GPS11,GPS,100,45.5,31.25,32.5,45.3125,39.5
392MHz 干扰,GPS15,GPS,100,46.0,34.0,36.5,45.75,41.75
392MHz 干扰,GPS20,GPS,100,42.75,37.0,37.25,42.0,39.125
392MHz 干扰,GPS21,GPS,50,47.5,47.5,47.5,47.5,47.5
392MHz 干扰,GPS29,GPS,100,25.0,17.5,22.4375,24.0625,23.25
392MHz 干扰,GPS30,GPS,31,36.75,35.5,35.5,36.0,35.5
392MHz 干扰,GPS44,GPS,50,36.75,15.0,19.625,35.5,24.25
392MHz 干扰,GPS5,GPS,50,39.0,35.75,36.5625,37.5,37.0
392MHz 干扰,QZS192,QZS,50,44.5,44.5,44.5,44.5,44.5
392MHz 干扰,QZS385,QZS,21,17.25,13.5,13.75,16.25,15.0
392MHz 干扰,QZS386,QZS,100,36.75,28.0,28.9375,35.75,32.375
392MHz 干扰,QZS390,QZS,100,46.25,30.5,31.4375,46.0,39.0
无干扰 #3,BDS1,BDS,50,47.5,46.75,47.0,47.25,47.0
无干扰 #3,BDS14,BDS,100,38.0,37.25,37.25,37.75,37.5
无干扰 #3,BDS2,BDS,94,48.25,29.5,31.5,47.75,47.5
无干扰 #3,BDS21,BDS,150,46.75,40.5,41.25,46.25,44.25
无干扰 #3,BDS3,BDS,100,48.0,31.25,36.5,47.5,42.25
无干扰 #3,BDS34,BDS,131,43.75,36.75,37.75,43.5,38.0
无干扰 #3,BDS35,BDS,150,44.75,32.0,38.0,44.25,43.75
无干扰 #3,BDS4,BDS,100,45.0,44.0,44.4375,44.75,44.75
无干扰 #3,BDS42,BDS,82,43.75,27.0,28.0,43.5,43.5
无干扰 #3,BDS6,BDS,100,48.0,45.5,45.75,47.75,47.0
无干扰 #3,BDS8,BDS,100,47.25,46.5,46.75,47.25,46.875
