label,n,std_psr_median,std_psr_mean,std_psr_p25,std_psr_p75,std_adr_median,std_adr_mean,locktime_median,locktime_p25,doppler_std,cno_median
无干扰 #1,4115,0.253,0.24486342648845694,0.253,0.253,0.001953125,0.002043780376670717,262.1875,226.046875,1437.5096138752897,42.0
409MHz 干扰,1072,0.38,0.3391110074626866,0.253,0.38,0.00390625,0.003111881996268657,0.1875,0.0,1463.376696153778,29.0
无干扰 #2,3984,0.253,0.2456937751004017,0.253,0.253,0.001953125,0.002016856488453815,19.1875,16.09375,1453.9430627046665,42.0
392MHz 干扰,41,0.253,0.31958536585365854,0.253,0.38,0.001953125,0.0027629573170731706,0.0,0.0,589.1134078263915,32.0
无干扰 #3,3991,0.253,0.24462114758205966,0.253,0.253,0.001953125,0.002034362471811576,13.5,10.59375,1423.8589030020914,42.0
4G/5G 干扰,4005,0.253,0.24863895131086147,0.253,0.253,0.001953125,0.0020462702871410737,60.0,56.375,1415.0674477053133,42.0
无干扰 #4,3877,0.253,0.2423773536239361,0.253,0.253,0.001953125,0.002024660659014702,113.78125,110.5,1405.5146173756473,43.0
Wi-Fi 干扰,3993,0.253,0.25168795391935894,0.253,0.253,0.001953125,0.002097420485850238,167.78125,161.875,1421.1072269042377,42.0
无干扰 #5,3951,0.253,0.24451354087572774,0.253,0.253,0.001953125,0.0020223321627436093,217.6875,169.78125,1438.8965494060196,42.0
