segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,50,46.5,45.5,45.75,46.25,46.0
无干扰 #1,BDS14,BDS,100,42.0,35.0,35.25,41.75,38.375
无干扰 #1,BDS2,BDS,87,45.75,39.0,39.5,45.25,45.25
无干扰 #1,BDS21,BDS,150,45.75,39.25,39.5,45.25,44.75
无干扰 #1,BDS22,BDS,100,41.25,29.25,30.0,41.25,36.25
无干扰 #1,BDS3,BDS,100,46.5,34.5,36.0,46.0,42.75
无干扰 #1,BDS34,BDS,122,35.5,29.5,30.5,33.6875,32.25
无干扰 #1,BDS35,BDS,150,47.0,32.5,33.3125,46.75,42.5
无干扰 #1,BDS4,BDS,100,43.75,42.5,43.0,43.5,43.25
无干扰 #1,BDS42,BDS,121,43.5,27.0,31.0,43.5,31.5
无干扰 #1,BDS6,BDS,100,48.0,42.5,42.75,48.0,45.5
无干扰 #1,BDS8,BDS,100,45.0,42.75,42.75,44.25,43.75
无干扰 #1,BDS9,BDS,150,45.0,33.25,36.25,44.75,36.5
无干扰 #1,GAL10,GAL,150,46.75,43.0,43.25,45.25,44.75
无干扰 #1,GAL11,GAL,150,45.0,41.25,41.75,44.5,43.125
无干扰 #1,GAL12,GAL,150,42.75,37.25,37.75,42.0,39.75
无干扰 #1,GAL18,GAL,150,47.75,38.25,38.5,46.6875,44.5
无干扰 #1,GAL194,GAL,50,33.75,22.25,31.5625,33.25,32.5
无干扰 #1,GAL28,GAL,85,45.5,30.75,33.0,45.25,45.25
无干扰 #1,GAL4,GAL,100,47.0,44.0,44.25,46.75,45.75
无干扰 #1,GAL6,GAL,150,46.75,42.25,42.5,46.5,44.5
无干扰 #1,GAL9,GAL,150,46.75,43.5,43.75,46.5,44.0
无干扰 #1,GLO41,GLO,50,39.75,38.5,39.0,39.5,39.25
无干扰 #1,GLO81,GLO,50,47.75,47.5,47.5,47.75,47.75
无干扰 #1,GLO82,GLO,100,42.75,39.25,41.0,42.5,42.0
无干扰 #1,GLO95,GLO,100,41.5,40.75,40.75,41.25,41.0
无干扰 #1,GLO96,GLO,100,46.5,41.5,41.75,46.3125,44.25
无干扰 #1,GLO97,GLO,50,41.75,41.25,41.5,41.5,41.5
无干扰 #1,GPS11,GPS,150,44.5,38.0,38.25,44.0,41.25
无干扰 #1,GPS15,GPS,100,45.75,45.0,45.0,45.5,45.25
无干扰 #1,GPS20,GPS,100,43.25,38.75,39.25,43.25,41.375
无干扰 #1,GPS29,GPS,100,42.25,35.75,37.25,42.25,39.875
无干扰 #1,GPS44,GPS,50,30.75,29.0,29.5,30.0,29.75
无干扰 #1,GPS5,GPS,50,45.75,45.25,45.25,45.75,45.25
无干扰 #1,QZS192,QZS,50,46.25,45.75,45.75,46.0,46.0
无干扰 #1,QZS385,QZS,50,35.5,35.25,35.25,35.5,35.25
无干扰 #1,QZS386,QZS,150,44.5,31.25,31.75,44.25,41.5
无干扰 #1,QZS390,QZS,150,45.5,35.5,36.0,45.25,40.75
409MHz 干扰,BDS1,BDS,45,46.25,31.25,44.5,46.0,45.0
409MHz 干扰,BDS14,BDS,100,43.0,26.5,28.75,42.25,35.625
409MHz 干扰,BDS2,BDS,50,46.0,33.0,35.0625,38.25,36.5
409MHz 干扰,BDS21,BDS,134,46.25,28.5,31.0625,45.75,35.0
409MHz 干扰,BDS22,BDS,50,32.5,31.0,31.5,32.5,32.125
409MHz 干扰,BDS3,BDS,58,45.75,39.0,39.5,40.25,40.0
409MHz 干扰,BDS34,BDS,50,30.5,27.25,28.25,29.9375,28.75
409MHz 干扰,BDS35,BDS,142,45.0,32.5,34.25,45.0,34.75
409MHz 干扰,BDS4,BDS,64,46.0,30.25,41.25,45.75,45.5
409MHz 干扰,BDS42,BDS,50,36.0,32.0,32.5,34.25,33.75
409MHz 干扰,BDS6,BDS,100,47.75,31.0,41.5,47.5,44.875
409MHz 干扰,BDS8,BDS,100,44.75,33.0,34.1875,44.75,39.5
409MHz 干扰,BDS9,BDS,100,36.25,33.75,34.0,35.75,35.5
409MHz 干扰,GAL10,GAL,150,47.0,36.0,37.3125,46.25,44.25
409MHz 干扰,GAL11,GAL,115,44.75,35.0,35.875,44.25,38.0
409MHz 干扰,GAL12,GAL,150,39.75,27.75,30.25,39.25,36.5
409MHz 干扰,GAL18,GAL,150,46.75,26.75,30.25,45.6875,44.75
409MHz 干扰,GAL194,GAL,50,40.25,21.25,25.6875,29.25,28.25
409MHz 干扰,GAL28,GAL,50,39.25,37.75,37.75,38.75,38.25
409MHz 干扰,GAL36,GAL,88,40.5,25.5,29.4375,40.0,31.5
409MHz 干扰,GAL4,GAL,100,47.75,43.25,43.75,47.25,45.875
