segment,n_pairs,median_diff,wilcoxon_z,wilcoxon_p,significant
无干扰 #1,39,1.0,3.134263608811854,0.0017228600644063619,True
409MHz 干扰,38,0.5,1.1604261359520835,0.24587535080774803,False
无干扰 #2,38,1.1875,3.81163765009416,0.0001380491445601706,True
392MHz 干扰,38,1.1875,2.9901463400747765,0.0027884382131242447,True
无干扰 #3,38,1.25,3.901970139091766,9.541293020798314e-05,True
4G/5G 干扰,38,1.375,4.197212704128997,2.7022011973576454e-05,True
无干扰 #4,38,1.3125,3.983388777693073,6.793947520100652e-05,True
Wi-Fi 干扰,39,1.5,4.281718567434994,1.8545544160142313e-05,True
无干扰 #5,39,1.25,3.1771549058166584,0.001487275734502358,True
