idx,label,start,end,middle_start,middle_end,middle_duration,truncated,cno_by_sv,agg_cno,pll_ratio,lockzero_ratio,reject_ratio,n_tracked,pos_counts,best_pos_type,avg_svs,avg_soln_svs,pr_rms,visible_by_sys
1,无干扰 #1,116554.4,116594.2,116569.29999999999,116579.29999999999,10.0,False,"{'BDS1': {'n': 50, 'median': 44.0, 'mean': 44.115, 'p25': 43.8125, 'p75': 44.25}, 'BDS10': {'n': 150, 'median': 44.75, 'mean': 44.61666666666667, 'p25': 44.25, 'p75': 45.0}, 'BDS2': {'n': 100, 'median': 42.5, 'mean': 42.475, 'p25': 39.75, 'p75': 45.25}, 'BDS23': {'n': 150, 'median': 43.0, 'mean': 42.93833333333333, 'p25': 41.75, 'p75': 44.0}, 'BDS24': {'n': 150, 'median': 44.75, 'mean': 45.83, 'p25': 43.75, 'p75': 49.0}, 'BDS25': {'n': 150, 'median': 46.25, 'mean': 45.971666666666664, 'p25': 43.5, 'p75': 48.25}, 'BDS3': {'n': 100, 'median': 43.75, 'mean': 43.675, 'p25': 41.5, 'p75': 45.75}, 'BDS33': {'n': 150, 'median': 46.25, 'mean': 46.92333333333333, 'p25': 45.75, 'p75': 48.75}, 'BDS4': {'n': 100, 'median': 43.5, 'mean': 43.695, 'p25': 42.75, 'p75': 44.5}, 'BDS41': {'n': 150, 'median': 47.5, 'mean': 46.62166666666667, 'p25': 44.5, 'p75': 47.75}, 'BDS42': {'n': 150, 'median': 44.0, 'mean': 41.598333333333336, 'p25': 36.25, 'p75': 44.75}, 'BDS6': {'n': 100, 'median': 43.25, 'mean': 43.3525, 'p25': 43.0, 'p75': 43.75}, 'BDS7': {'n': 100, 'median': 46.625, 'mean': 46.5525, 'p25': 45.5, 'p75': 47.5}, 'BDS9': {'n': 150, 'median': 45.25, 'mean': 45.63, 'p25': 44.75, 'p75': 47.0}, 'GAL13': {'n': 150, 'median': 44.75, 'mean': 44.42333333333333, 'p25': 44.0, 'p75': 44.75}, 'GAL194': {'n': 50, 'median': 44.0, 'mean': 44.08, 'p25': 44.0, 'p75': 44.25}, 'GAL2': {'n': 100, 'median': 45.625, 'mean': 45.44, 'p25': 44.25, 'p75': 46.75}, 'GAL26': {'n': 147, 'median': 37.25, 'mean': 37.052721088435376, 'p25': 34.5, 'p75': 39.5}, 'GAL27': {'n': 150, 'median': 37.0, 'mean': 36.40833333333333, 'p25': 28.75, 'p75': 44.25}, 'GAL30': {'n': 150, 'median': 46.75, 'mean': 44.975, 'p25': 41.0, 'p75': 47.0}, 'GAL32': {'n': 150, 'median': 45.25, 'mean': 45.48833333333334, 'p25': 44.75, 'p75': 46.25}, 'GAL7': {'n': 150, 'median': 44.25, 'mean': 44.57, 'p25': 43.25, 'p75': 46.25}, 'GAL8': {'n': 150, 'median': 45.0, 'mean': 45.35666666666667, 'p25': 44.0, 'p75': 47.0}, 'GLO100': {'n': 100, 'median': 38.25, 'mean': 36.77, 'p25': 27.8125, 'p75': 45.5}, 'GLO39': {'n': 50, 'median': 45.75, 'mean': 45.75, 'p25': 45.75, 'p75': 45.75}, 'GLO76': {'n': 66, 'median': 37.5, 'mean': 34.89393939393939, 'p25': 31.3125, 'p75': 37.75}, 'GLO82': {'n': 50, 'median': 27.5, 'mean': 27.84, 'p25': 26.5, 'p75': 28.25}, 'GLO85': {'n': 100, 'median': 39.625, 'mean': 38.495, 'p25': 32.75, 'p75': 43.75}, 'GLO86': {'n': 100, 'median': 46.375, 'mean': 46.14, 'p25': 45.5, 'p75': 47.0}, 'GLO91': {'n': 67, 'median': 46.0, 'mean': 42.54477611940298, 'p25': 36.25, 'p75': 46.0}, 'GLO98': {'n': 51, 'median': 29.5, 'mean': 30.637254901960784, 'p25': 28.375, 'p75': 31.75}, 'GPS10': {'n': 100, 'median': 45.625, 'mean': 45.51, 'p25': 44.0, 'p75': 47.0}, 'GPS12': {'n': 100, 'median': 46.875, 'mean': 46.8525, 'p25': 46.0, 'p75': 47.75}, 'GPS13': {'n': 150, 'median': 42.75, 'mean': 42.86333333333334, 'p25': 41.75, 'p75': 45.0}, 'GPS18': {'n': 150, 'median': 37.0, 'mean': 38.596666666666664, 'p25': 32.0, 'p75': 47.0}, 'GPS23': {'n': 150, 'median': 45.25, 'mean': 41.93833333333333, 'p25': 34.25, 'p75': 46.25}, 'GPS25': {'n': 150, 'median': 45.375, 'mean': 45.626666666666665, 'p25': 42.25, 'p75': 49.25}, 'GPS28': {'n': 150, 'median': 39.75, 'mean': 41.641666666666666, 'p25': 38.75, 'p75': 47.0}, 'GPS32': {'n': 150, 'median': 36.0, 'mean': 36.475, 'p25': 34.75, 'p75': 39.0}, 'GPS38': {'n': 50, 'median': 35.25, 'mean': 35.15, 'p25': 35.0, 'p75': 35.25}, 'QZS192': {'n': 50, 'median': 48.5, 'mean': 48.47, 'p25': 48.5, 'p75': 48.5}, 'QZS385': {'n': 100, 'median': 41.75, 'mean': 41.9825, 'p25': 41.75, 'p75': 42.25}, 'QZS386': {'n': 150, 'median': 39.75, 'mean': 40.63, 'p25': 38.75, 'p75': 43.5}, 'QZS390': {'n': 150, 'median': 43.75, 'mean': 42.935, 'p25': 40.0, 'p75': 45.0}}","{'median': 44.25, 'mean': 42.74717404014812, 'p25': 40.75, 'p75': 45.75}",1.0,0.0572987721691678,0.0,43,{'NARROW_INT': 50},NARROW_INT,40.98,38.98,0.03,"{'GA': 8.0, 'GB': 14.0, 'GL': 7.94, 'GP': 8.0, 'GQ': 3.0}"
2,409MHz 干扰,116594.2,116627.61,116605.905,116615.905,10.0,False,"{'BDS1': {'n': 44, 'median': 45.75, 'mean': 45.67045454545455, 'p25': 45.5, 'p75': 45.75}, 'BDS10': {'n': 148, 'median': 45.0, 'mean': 43.23141891891892, 'p25': 38.75, 'p75': 46.0625}, 'BDS2': {'n': 89, 'median': 40.75, 'mean': 40.83988764044944, 'p25': 39.5, 'p75': 41.5}, 'BDS23': {'n': 150, 'median': 38.25, 'mean': 39.36833333333333, 'p25': 36.25, 'p75': 43.5}, 'BDS24': {'n': 150, 'median': 44.375, 'mean': 42.85666666666667, 'p25': 37.25, 'p75': 47.5}, 'BDS25': {'n': 150, 'median': 40.75, 'mean': 41.973333333333336, 'p25': 40.5, 'p75': 45.0}, 'BDS3': {'n': 84, 'median': 41.5, 'mean': 40.06547619047619, 'p25': 32.4375, 'p75': 48.0}, 'BDS33': {'n': 150, 'median': 43.75, 'mean': 44.13166666666667, 'p25': 41.5, 'p75': 47.0}, 'BDS4': {'n': 88, 'median': 46.75, 'mean': 43.20738636363637, 'p25': 37.1875, 'p75': 47.0}, 'BDS41': {'n': 150, 'median': 43.0, 'mean': 43.78, 'p25': 42.5, 'p75': 45.75}, 'BDS42': {'n': 150, 'median': 37.5, 'mean': 36.945, 'p25': 35.5, 'p75': 38.25}, 'BDS6': {'n': 100, 'median': 44.0, 'mean': 42.1975, 'p25': 38.75, 'p75': 44.25}, 'BDS7': {'n': 100, 'median': 44.375, 'mean': 44.5175, 'p25': 42.5, 'p75': 46.5}, 'BDS9': {'n': 150, 'median': 44.5, 'mean': 43.97666666666667, 'p25': 41.25, 'p75': 46.5}, 'GAL13': {'n': 150, 'median': 43.875, 'mean': 43.04833333333333, 'p25': 41.0, 'p75': 44.6875}, 'GAL194': {'n': 50, 'median': 40.25, 'mean': 40.195, 'p25': 39.75, 'p75': 40.5}, 'GAL2': {'n': 100, 'median': 47.25, 'mean': 47.3075, 'p25': 46.25, 'p75': 48.75}, 'GAL26': {'n': 150, 'median': 35.0, 'mean': 35.25666666666667, 'p25': 33.8125, 'p75': 37.5}, 'GAL27': {'n': 105, 'median': 33.25, 'mean': 35.33095238095238, 'p25': 32.5, 'p75': 39.5}, 'GAL30': {'n': 150, 'median': 47.25, 'mean': 44.29833333333333, 'p25': 37.75, 'p75': 48.0}, 'GAL32': {'n': 150, 'median': 45.25, 'mean': 43.473333333333336, 'p25': 37.75, 'p75': 47.5}, 'GAL7': {'n': 150, 'median': 45.0, 'mean': 42.94833333333333, 'p25': 38.25, 'p75': 46.0}, 'GAL8': {'n': 150, 'median': 42.75, 'mean': 43.641666666666666, 'p25': 41.25, 'p75': 47.0}, 'GLO100': {'n': 100, 'median': 41.75, 'mean': 40.5325, 'p25': 36.6875, 'p75': 45.5}, 'GLO39': {'n': 50, 'median': 39.75, 'mean': 39.835, 'p25': 39.75, 'p75': 40.0}, 'GLO76': {'n': 50, 'median': 36.0, 'mean': 35.955, 'p25': 35.75, 'p75': 36.25}, 'GLO82': {'n': 21, 'median': 31.75, 'mean': 31.642857142857142, 'p25': 31.5, 'p75': 31.75}, 'GLO85': {'n': 100, 'median': 39.5, 'mean': 36.86, 'p25': 31.375, 'p75': 45.0}, 'GLO86': {'n': 100, 'median': 42.0, 'mean': 41.055, 'p25': 35.0, 'p75': 46.75}, 'GLO91': {'n': 50, 'median': 40.75, 'mean': 40.725, 'p25': 40.5, 'p75': 41.0}, 'GLO98': {'n': 3, 'median': 38.25, 'mean': 38.25, 'p25': 38.25, 'p75': 38.25}, 'GPS10': {'n': 50, 'median': 46.0, 'mean': 46.075, 'p25': 46.0, 'p75': 46.25}, 'GPS12': {'n': 50, 'median': 43.75, 'mean': 43.445, 'p25': 42.75, 'p75': 44.0}, 'GPS13': {'n': 100, 'median': 45.125, 'mean': 45.27, 'p25': 44.5, 'p75': 46.25}, 'GPS18': {'n': 100, 'median': 39.375, 'mean': 39.655, 'p25': 36.25, 'p75': 43.25}, 'GPS23': {'n': 100, 'median': 35.5, 'mean': 34.53, 'p25': 23.25, 'p75': 45.25}, 'GPS25': {'n': 100, 'median': 45.0, 'mean': 44.7025, 'p25': 44.6875, 'p75': 45.0}, 'GPS28': {'n': 100, 'median': 41.625, 'mean': 41.3825, 'p25': 40.0, 'p75': 42.75}, 'GPS32': {'n': 100, 'median': 34.875, 'mean': 35.1025, 'p25': 33.75, 'p75': 36.5}, 'GPS38': {'n': 50, 'median': 32.25, 'mean': 32.315, 'p25': 32.0, 'p75': 32.5}, 'QZS192': {'n': 50, 'median': 43.375, 'mean': 43.11, 'p25': 42.5, 'p75': 43.5}, 'QZS385': {'n': 50, 'median': 42.75, 'mean': 42.69, 'p25': 42.5, 'p75': 42.75}, 'QZS386': {'n': 100, 'median': 39.375, 'mean': 39.1225, 'p25': 38.4375, 'p75': 40.0625}, 'QZS390': {'n': 100, 'median': 38.75, 'mean': 38.4775, 'p25': 37.5, 'p75': 40.0}}","{'median': 42.25, 'mean': 41.26939753537198, 'p25': 37.75, 'p75': 45.25}",1.0,0.05476951163852122,0.0,42,{'NARROW_INT': 50},NARROW_INT,39.48,37.48,0.03,"{'GA': 8.0, 'GB': 14.0, 'GL': 6.48, 'GP': 8.0, 'GQ': 3.0}"
3,无干扰 #2,116627.61,116662.62,116640.115,116650.115,10.0,False,"{'BDS1': {'n': 50, 'median': 44.5, 'mean': 44.625, 'p25': 44.5, 'p75': 44.75}, 'BDS10': {'n': 150, 'median': 45.125, 'mean': 44.9, 'p25': 43.75, 'p75': 45.75}, 'BDS2': {'n': 100, 'median': 43.0, 'mean': 42.9875, 'p25': 40.75, 'p75': 45.25}, 'BDS23': {'n': 150, 'median': 42.875, 'mean': 43.696666666666665, 'p25': 42.5, 'p75': 45.5}, 'BDS24': {'n': 150, 'median': 46.0, 'mean': 45.596666666666664, 'p25': 43.0, 'p75': 47.75}, 'BDS25': {'n': 150, 'median': 44.0, 'mean': 45.23833333333334, 'p25': 43.75, 'p75': 48.0}, 'BDS3': {'n': 85, 'median': 41.5, 'mean': 43.252941176470586, 'p25': 41.25, 'p75': 46.0}, 'BDS33': {'n': 150, 'median': 46.25, 'mean': 46.94833333333333, 'p25': 45.5, 'p75': 49.25}, 'BDS4': {'n': 100, 'median': 45.0, 'mean': 44.5075, 'p25': 42.9375, 'p75': 45.25}, 'BDS41': {'n': 150, 'median': 47.5, 'mean': 46.806666666666665, 'p25': 44.0, 'p75': 49.0}, 'BDS42': {'n': 150, 'median': 37.25, 'mean': 39.205, 'p25': 36.0, 'p75': 44.75}, 'BDS6': {'n': 100, 'median': 43.75, 'mean': 43.705, 'p25': 43.5, 'p75': 43.8125}, 'BDS7': {'n': 100, 'median': 46.375, 'mean': 46.3425, 'p25': 45.5, 'p75': 47.25}, 'BDS9': {'n': 150, 'median': 45.75, 'mean': 45.8, 'p25': 45.0, 'p75': 46.5}, 'GAL13': {'n': 150, 'median': 45.0, 'mean': 44.42, 'p25': 44.5, 'p75': 45.75}, 'GAL194': {'n': 50, 'median': 43.0, 'mean': 42.915, 'p25': 42.75, 'p75': 43.0}, 'GAL2': {'n': 100, 'median': 46.875, 'mean': 46.92, 'p25': 45.5, 'p75': 48.25}, 'GAL26': {'n': 142, 'median': 36.25, 'mean': 36.309859154929576, 'p25': 33.75, 'p75': 39.25}, 'GAL27': {'n': 100, 'median': 39.5, 'mean': 39.3375, 'p25': 36.4375, 'p75': 42.25}, 'GAL30': {'n': 150, 'median': 47.25, 'mean': 45.725, 'p25': 41.25, 'p75': 48.75}, 'GAL32': {'n': 150, 'median': 45.25, 'mean': 45.376666666666665, 'p25': 44.0, 'p75': 47.5}, 'GAL7': {'n': 150, 'median': 44.25, 'mean': 45.10666666666667, 'p25': 44.0, 'p75': 47.0}, 'GAL8': {'n': 150, 'median': 44.25, 'mean': 45.685, 'p25': 44.0, 'p75': 49.0}, 'GLO100': {'n': 100, 'median': 42.0, 'mean': 38.3325, 'p25': 33.1875, 'p75': 44.75}, 'GLO39': {'n': 50, 'median': 44.5, 'mean': 44.38, 'p25': 44.25, 'p75': 44.5}, 'GLO76': {'n': 39, 'median': 34.25, 'mean': 33.88461538461539, 'p25': 32.5, 'p75': 35.0}, 'GLO82': {'n': 84, 'median': 31.25, 'mean': 30.583333333333332, 'p25': 29.375, 'p75': 32.0}, 'GLO85': {'n': 100, 'median': 40.375, 'mean': 38.9475, 'p25': 33.0, 'p75': 45.0}, 'GLO86': {'n': 100, 'median': 45.5, 'mean': 45.3325, 'p25': 44.25, 'p75': 46.5}, 'GLO91': {'n': 80, 'median': 46.0, 'mean': 43.215625, 'p25': 39.0, 'p75': 46.25}, 'GLO98': {'n': 19, 'median': 33.5, 'mean': 33.64473684210526, 'p25': 27.75, 'p75': 39.0}, 'GPS10': {'n': 100, 'median': 45.375, 'mean': 45.3925, 'p25': 44.0, 'p75': 46.75}, 'GPS12': {'n': 100, 'median': 47.125, 'mean': 47.19, 'p25': 46.5, 'p75': 48.0}, 'GPS13': {'n': 150, 'median': 43.5, 'mean': 42.425, 'p25': 38.75, 'p75': 45.75}, 'GPS18': {'n': 137, 'median': 33.0, 'mean': 36.0, 'p25': 27.75, 'p75': 47.0}, 'GPS23': {'n': 150, 'median': 45.75, 'mean': 42.70166666666667, 'p25': 35.75, 'p75': 46.5}, 'GPS25': {'n': 150, 'median': 44.25, 'mean': 44.946666666666665, 'p25': 42.25, 'p75': 48.0}, 'GPS28': {'n': 150, 'median': 37.0, 'mean': 39.995, 'p25': 35.5, 'p75': 47.9375}, 'GPS32': {'n': 150, 'median': 36.25, 'mean': 36.88333333333333, 'p25': 34.0, 'p75': 41.25}, 'GPS38': {'n': 50, 'median': 37.75, 'mean': 37.775, 'p25': 37.5625, 'p75': 38.0}, 'QZS192': {'n': 50, 'median': 48.25, 'mean': 48.205, 'p25': 47.8125, 'p75': 48.5}, 'QZS385': {'n': 100, 'median': 41.75, 'mean': 41.85, 'p25': 41.5, 'p75': 42.25}, 'QZS386': {'n': 150, 'median': 40.25, 'mean': 40.611666666666665, 'p25': 38.75, 'p75': 42.75}, 'QZS390': {'n': 150, 'median': 43.5, 'mean': 42.965, 'p25': 40.0, 'p75': 45.25}}","{'median': 44.25, 'mean': 42.88840349483717, 'p25': 41.0, 'p75': 46.0}",1.0,0.04864972200158856,0.0,43,{'NARROW_INT': 50},NARROW_INT,40.16,38.16,0.03,"{'GA': 8.0, 'GB': 14.0, 'GL': 7.16, 'GP': 8.0, 'GQ': 3.0}"
4,392MHz 干扰,116662.62,116706.34999999999,116679.485,116689.485,10.0,False,"{'BDS1': {'n': 50, 'median': 35.75, 'mean': 35.71, 'p25': 35.25, 'p75': 36.0}, 'BDS10': {'n': 150, 'median': 38.5, 'mean': 38.61333333333334, 'p25': 34.5, 'p75': 43.0}, 'BDS2': {'n': 76, 'median': 36.25, 'mean': 34.42763157894737, 'p25': 31.25, 'p75': 36.5}, 'BDS23': {'n': 100, 'median': 34.875, 'mean': 34.725, 'p25': 32.75, 'p75': 36.5}, 'BDS24': {'n': 100, 'median': 36.125, 'mean': 36.2425, 'p25': 32.9375, 'p75': 39.75}, 'BDS25': {'n': 100, 'median': 36.25, 'mean': 36.375, 'p25': 34.75, 'p75': 38.0}, 'BDS3': {'n': 80, 'median': 31.75, 'mean': 34.665625, 'p25': 31.0, 'p75': 40.5}, 'BDS33': {'n': 100, 'median': 37.625, 'mean': 37.745, 'p25': 37.0, 'p75': 38.0625}, 'BDS4': {'n': 85, 'median': 38.25, 'mean': 37.379411764705885, 'p25': 34.25, 'p75': 39.0}, 'BDS41': {'n': 100, 'median': 38.125, 'mean': 38.1225, 'p25': 37.25, 'p75': 39.0}, 'BDS42': {'n': 54, 'median': 36.25, 'mean': 35.657407407407405, 'p25': 36.25, 'p75': 36.25}, 'BDS6': {'n': 100, 'median': 36.5, 'mean': 35.895, 'p25': 34.4375, 'p75': 36.75}, 'BDS7': {'n': 100, 'median': 38.625, 'mean': 38.85, 'p25': 38.0, 'p75': 39.75}, 'BDS9': {'n': 150, 'median': 38.75, 'mean': 39.445, 'p25': 37.25, 'p75': 42.5}, 'GAL13': {'n': 100, 'median': 41.75, 'mean': 41.48, 'p25': 40.9375, 'p75': 42.25}, 'GAL194': {'n': 50, 'median': 42.0, 'mean': 42.105, 'p25': 42.0, 'p75': 42.25}, 'GAL2': {'n': 50, 'median': 41.5, 'mean': 41.53, 'p25': 41.5, 'p75': 41.75}, 'GAL26': {'n': 50, 'median': 37.25, 'mean': 37.4, 'p25': 37.0, 'p75': 37.9375}, 'GAL27': {'n': 93, 'median': 29.75, 'mean': 29.989247311827956, 'p25': 28.75, 'p75': 31.0}, 'GAL30': {'n': 100, 'median': 39.0, 'mean': 39.0, 'p25': 35.0, 'p75': 43.0625}, 'GAL32': {'n': 100, 'median': 42.75, 'mean': 42.7275, 'p25': 42.25, 'p75': 43.25}, 'GAL7': {'n': 94, 'median': 41.5, 'mean': 41.954787234042556, 'p25': 41.25, 'p75': 42.75}, 'GAL8': {'n': 100, 'median': 40.75, 'mean': 40.195, 'p25': 39.25, 'p75': 41.0}, 'GLO100': {'n': 100, 'median': 43.25, 'mean': 37.88, 'p25': 28.25, 'p75': 44.5}, 'GLO39': {'n': 50, 'median': 43.25, 'mean': 43.375, 'p25': 43.25, 'p75': 43.5}, 'GLO76': {'n': 38, 'median': 23.625, 'mean': 23.36842105263158, 'p25': 22.5, 'p75': 24.25}, 'GLO82': {'n': 33, 'median': 26.5, 'mean': 26.446969696969695, 'p25': 24.5, 'p75': 28.0}, 'GLO85': {'n': 100, 'median': 36.5, 'mean': 34.48, 'p25': 31.375, 'p75': 37.0625}, 'GLO86': {'n': 100, 'median': 43.0, 'mean': 42.5225, 'p25': 39.25, 'p75': 46.0}, 'GLO91': {'n': 6, 'median': 45.75, 'mean': 45.666666666666664, 'p25': 45.5625, 'p75': 45.75}, 'GLO98': {'n': 33, 'median': 45.75, 'mean': 44.21212121212121, 'p25': 45.5, 'p75': 46.0}, 'GPS10': {'n': 50, 'median': 44.75, 'mean': 44.775, 'p25': 44.5, 'p75': 45.0}, 'GPS12': {'n': 100, 'median': 44.0, 'mean': 43.885, 'p25': 43.5, 'p75': 44.25}, 'GPS13': {'n': 100, 'median': 41.125, 'mean': 39.98, 'p25': 37.4375, 'p75': 42.0}, 'GPS18': {'n': 57, 'median': 45.0, 'mean': 43.17982456140351, 'p25': 45.0, 'p75': 45.5}, 'GPS23': {'n': 100, 'median': 36.0, 'mean': 35.425, 'p25': 27.75, 'p75': 44.0}, 'GPS25': {'n': 100, 'median': 44.75, 'mean': 44.6075, 'p25': 43.0, 'p75': 46.25}, 'GPS28': {'n': 100, 'median': 37.75, 'mean': 37.2825, 'p25': 32.5, 'p75': 41.75}, 'GPS32': {'n': 100, 'median': 36.75, 'mean': 36.2175, 'p25': 35.6875, 'p75': 37.0}, 'GPS38': {'n': 50, 'median': 30.25, 'mean': 30.405, 'p25': 30.0, 'p75': 30.75}, 'QZS192': {'n': 50, 'median': 45.0, 'mean': 44.89, 'p25': 44.75, 'p75': 45.0}, 'QZS385': {'n': 50, 'median': 39.0, 'mean': 39.06, 'p25': 38.75, 'p75': 39.25}, 'QZS386': {'n': 100, 'median': 39.125, 'mean': 39.0125, 'p25': 37.25, 'p75': 40.75}, 'QZS390': {'n': 100, 'median': 38.5, 'mean': 38.21, 'p25': 37.0, 'p75': 39.75}}","{'median': 38.75, 'mean': 38.32661850514032, 'p25': 36.25, 'p75': 42.25}",1.0,0.12864684634620727,0.0,42,{'NARROW_INT': 52},NARROW_INT,39.17307692307692,37.17307692307692,0.03,"{'GA': 8.0, 'GB': 14.0, 'GL': 6.2, 'GP': 8.0, 'GQ': 3.0}"
5,无干扰 #3,116706.34999999999,116740.85999999999,116718.605,116728.605,10.0,False,"{'BDS1': {'n': 50, 'median': 45.25, 'mean': 45.195, 'p25': 45.0, 'p75': 45.5}, 'BDS10': {'n': 150, 'median': 45.5, 'mean': 45.093333333333334, 'p25': 44.25, 'p75': 45.75}, 'BDS2': {'n': 100, 'median': 43.25, 'mean': 43.2875, 'p25': 41.25, 'p75': 45.25}, 'BDS23': {'n': 150, 'median': 43.5, 'mean': 44.615, 'p25': 42.75, 'p75': 48.0}, 'BDS24': {'n': 150, 'median': 46.25, 'mean': 46.355, 'p25': 42.75, 'p75': 50.25}, 'BDS25': {'n': 150, 'median': 45.25, 'mean': 46.1, 'p25': 44.75, 'p75': 48.5}, 'BDS3': {'n': 99, 'median': 41.75, 'mean': 43.946969696969695, 'p25': 41.25, 'p75': 46.75}, 'BDS33': {'n': 150, 'median': 46.75, 'mean': 46.85666666666667, 'p25': 45.8125, 'p75': 48.75}, 'BDS4': {'n': 100, 'median': 45.25, 'mean': 44.4125, 'p25': 42.75, 'p75': 45.75}, 'BDS41': {'n': 150, 'median': 47.0, 'mean': 46.71333333333333, 'p25': 45.0, 'p75': 48.25}, 'BDS42': {'n': 150, 'median': 36.0, 'mean': 39.045, 'p25': 35.75, 'p75': 45.5}, 'BDS6': {'n': 100, 'median': 43.75, 'mean': 43.9475, 'p25': 43.75, 'p75': 44.25}, 'BDS7': {'n': 100, 'median': 45.75, 'mean': 46.0525, 'p25': 45.25, 'p75': 46.75}, 'BDS9': {'n': 150, 'median': 45.25, 'mean': 45.455, 'p25': 45.0, 'p75': 46.25}, 'GAL13': {'n': 150, 'median': 45.25, 'mean': 44.33166666666666, 'p25': 42.25, 'p75': 45.5}, 'GAL194': {'n': 50, 'median': 43.5, 'mean': 43.37, 'p25': 43.0625, 'p75': 43.75}, 'GAL2': {'n': 100, 'median': 46.0, 'mean': 45.965, 'p25': 44.5, 'p75': 47.5}, 'GAL26': {'n': 150, 'median': 38.5, 'mean': 35.99333333333333, 'p25': 30.75, 'p75': 39.0}, 'GAL27': {'n': 150, 'median': 38.25, 'mean': 36.78666666666667, 'p25': 32.25, 'p75': 41.9375}, 'GAL30': {'n': 150, 'median': 45.125, 'mean': 44.825, 'p25': 41.0, 'p75': 48.5}, 'GAL32': {'n': 150, 'median': 46.75, 'mean': 46.85333333333333, 'p25': 45.75, 'p75': 48.25}, 'GAL7': {'n': 150, 'median': 45.5, 'mean': 45.23166666666667, 'p25': 44.0, 'p75': 46.5}, 'GAL8': {'n': 150, 'median': 44.375, 'mean': 45.58833333333333, 'p25': 44.0, 'p75': 48.5}, 'GLO100': {'n': 100, 'median': 39.25, 'mean': 39.1075, 'p25': 32.75, 'p75': 45.75}, 'GLO39': {'n': 50, 'median': 44.25, 'mean': 44.43, 'p25': 44.25, 'p75': 44.75}, 'GLO76': {'n': 59, 'median': 32.25, 'mean': 31.79237288135593, 'p25': 31.0, 'p75': 32.75}, 'GLO82': {'n': 50, 'median': 34.125, 'mean': 32.915, 'p25': 30.75, 'p75': 35.4375}, 'GLO85': {'n': 100, 'median': 37.875, 'mean': 37.3225, 'p25': 30.1875, 'p75': 44.75}, 'GLO86': {'n': 100, 'median': 46.25, 'mean': 45.9175, 'p25': 45.25, 'p75': 46.75}, 'GLO91': {'n': 70, 'median': 45.5, 'mean': 43.089285714285715, 'p25': 38.75, 'p75': 45.75}, 'GLO98': {'n': 59, 'median': 33.25, 'mean': 32.851694915254235, 'p25': 31.875, 'p75': 34.625}, 'GPS10': {'n': 100, 'median': 44.875, 'mean': 44.9825, 'p25': 43.75, 'p75': 46.0}, 'GPS12': {'n': 100, 'median': 47.125, 'mean': 46.91, 'p25': 45.25, 'p75': 48.5}, 'GPS13': {'n': 100, 'median': 43.0, 'mean': 42.4775, 'p25': 41.75, 'p75': 43.75}, 'GPS18': {'n': 150, 'median': 33.5, 'mean': 35.91833333333334, 'p25': 29.0625, 'p75': 45.75}, 'GPS23': {'n': 150, 'median': 45.75, 'mean': 41.45666666666666, 'p25': 32.5, 'p75': 46.25}, 'GPS25': {'n': 150, 'median': 45.25, 'mean': 45.27166666666667, 'p25': 42.0, 'p75': 48.6875}, 'GPS28': {'n': 147, 'median': 38.25, 'mean': 39.81802721088435, 'p25': 36.0, 'p75': 48.0}, 'GPS32': {'n': 150, 'median': 37.0, 'mean': 35.663333333333334, 'p25': 32.25, 'p75': 39.5}, 'GPS38': {'n': 50, 'median': 36.0, 'mean': 36.03, 'p25': 36.0, 'p75': 36.0}, 'QZS192': {'n': 50, 'median': 48.5, 'mean': 48.445, 'p25': 48.5, 'p75': 48.5}, 'QZS385': {'n': 100, 'median': 41.875, 'mean': 41.9175, 'p25': 41.5, 'p75': 42.5625}, 'QZS386': {'n': 150, 'median': 39.75, 'mean': 39.836666666666666, 'p25': 38.25, 'p75': 41.5}, 'QZS390': {'n': 150, 'median': 43.5, 'mean': 42.62, 'p25': 39.5, 'p75': 45.0}}","{'median': 44.5, 'mean': 42.65833988985051, 'p25': 40.75, 'p75': 46.0}",1.0,0.07297403619197482,0.0,44,{'NARROW_INT': 52},NARROW_INT,41.0,39.0,0.03,"{'GA': 8.0, 'GB': 14.0, 'GL': 8.0, 'GP': 8.0, 'GQ': 3.0}"
