segment,n_pairs,median_diff,wilcoxon_z,wilcoxon_p,significant
无干扰 #1,40,0.0625,0.4425709181953123,0.6580761238295636,False
409MHz 干扰,39,0.5,1.0879710404337881,0.2766078922832176,False
无干扰 #2,40,-0.125,-1.0335382016685963,0.30135210259927914,False
392MHz 干扰,39,0.25,-0.411827855732456,0.6804656026665856,False
无干扰 #3,40,-0.25,0.029061142668451525,0.9768158263571702,False
4G/5G 干扰,40,-0.25,-0.41378833320437575,0.6790291289466364,False
无干扰 #4,40,-0.25,-1.1327176267350494,0.2573328530110204,False
Wi-Fi 干扰,40,-0.75,-2.576593632468804,0.009977917747302056,True
无干扰 #5,40,0.0,0.0,1.0,False
