segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,50,45.0,43.75,43.8125,44.25,44.0
无干扰 #1,BDS10,BDS,150,45.0,44.0,44.25,45.0,44.75
无干扰 #1,BDS2,BDS,100,45.5,39.0,39.75,45.25,42.5
无干扰 #1,BDS23,BDS,150,44.25,41.5,41.75,44.0,43.0
无干扰 #1,BDS24,BDS,150,49.0,43.5,43.75,49.0,44.75
无干扰 #1,BDS25,BDS,150,48.5,43.0,43.5,48.25,46.25
无干扰 #1,BDS3,BDS,100,46.5,41.0,41.5,45.75,43.75
无干扰 #1,BDS33,BDS,150,48.75,45.5,45.75,48.75,46.25
无干扰 #1,BDS4,BDS,100,45.25,42.5,42.75,44.5,43.5
无干扰 #1,BDS41,BDS,150,48.0,44.25,44.5,47.75,47.5
无干扰 #1,BDS42,BDS,150,45.0,35.25,36.25,44.75,44.0
无干扰 #1,BDS6,BDS,100,44.5,42.5,43.0,43.75,43.25
无干扰 #1,BDS7,BDS,100,48.0,45.25,45.5,47.5,46.625
无干扰 #1,BDS9,BDS,150,47.25,44.5,44.75,47.0,45.25
无干扰 #1,GAL13,GAL,150,45.0,43.25,44.0,44.75,44.75
无干扰 #1,GAL194,GAL,50,44.25,44.0,44.0,44.25,44.0
无干扰 #1,GAL2,GAL,100,47.25,43.5,44.25,46.75,45.625
无干扰 #1,GAL26,GAL,147,39.75,33.5,34.5,39.5,37.25
无干扰 #1,GAL27,GAL,150,44.75,25.5,28.75,44.25,37.0
无干扰 #1,GAL30,GAL,150,47.5,40.75,41.0,47.0,46.75
无干扰 #1,GAL32,GAL,150,46.75,44.5,44.75,46.25,45.25
无干扰 #1,GAL7,GAL,150,46.5,43.0,43.25,46.25,44.25
无干扰 #1,GAL8,GAL,150,47.5,43.5,44.0,47.0,45.0
无干扰 #1,GLO100,GLO,100,45.75,25.0,27.8125,45.5,38.25
无干扰 #1,GLO39,GLO,50,45.75,45.75,45.75,45.75,45.75
无干扰 #1,GLO76,GLO,66,38.0,25.0,31.3125,37.75,37.5
无干扰 #1,GLO82,GLO,50,37.25,22.0,26.5,28.25,27.5
无干扰 #1,GLO85,GLO,100,44.0,31.75,32.75,43.75,39.625
无干扰 #1,GLO86,GLO,100,47.0,44.75,45.5,47.0,46.375
无干扰 #1,GLO91,GLO,67,46.25,18.0,36.25,46.0,46.0
无干扰 #1,GLO98,GLO,51,46.0,26.5,28.375,31.75,29.5
无干扰 #1,GPS10,GPS,100,47.0,44.0,44.0,47.0,45.625
无干扰 #1,GPS12,GPS,100,48.0,45.5,46.0,47.75,46.875
无干扰 #1,GPS13,GPS,150,45.5,39.0,41.75,45.0,42.75
无干扰 #1,GPS18,GPS,150,47.25,30.75,32.0,47.0,37.0
无干扰 #1,GPS23,GPS,150,46.5,33.75,34.25,46.25,45.25
无干扰 #1,GPS25,GPS,150,49.5,42.25,42.25,49.25,45.375
无干扰 #1,GPS28,GPS,150,47.0,37.5,38.75,47.0,39.75
无干扰 #1,GPS32,GPS,150,39.25,33.0,34.75,39.0,36.0
无干扰 #1,GPS38,GPS,50,35.5,34.75,35.0,35.25,35.25
无干扰 #1,QZS192,QZS,50,48.5,48.25,48.5,48.5,48.5
无干扰 #1,QZS385,QZS,100,42.5,41.75,41.75,42.25,41.75
无干扰 #1,QZS386,QZS,150,43.75,38.25,38.75,43.5,39.75
无干扰 #1,QZS390,QZS,150,45.5,39.5,40.0,45.0,43.75
409MHz 干扰,BDS1,BDS,44,46.25,45.25,45.5,45.75,45.75
409MHz 干扰,BDS10,BDS,148,46.75,37.75,38.75,46.0625,45.0
409MHz 干扰,BDS2,BDS,89,45.75,38.75,39.5,41.5,40.75
409MHz 干扰,BDS23,BDS,150,44.5,35.5,36.25,43.5,38.25
409MHz 干扰,BDS24,BDS,150,47.75,36.0,37.25,47.5,44.375
409MHz 干扰,BDS25,BDS,150,45.0,39.0,40.5,45.0,40.75
