sys,n,fisher_z_avg_r,r_median,r_mean,n_strong,n_moderate,n_weak
BDS,14,0.5087257601030446,0.4342665784917129,0.44375659433753395,1,7,6
GAL,9,0.31423019586799145,0.21732010684920589,0.27608397706358095,1,0,8
GLO,8,0.2428708380107581,0.04482434362498081,0.19124641442328683,1,0,7
GPS,9,0.21813790083323606,0.0589403934569834,0.19421764334799763,1,1,7
QZS,4,0.45714519114258106,0.2917786825652239,0.3955335800255622,1,0,3
