segment,svid,sys,n,std_psr_median,std_psr_max,std_adr_median,locktime_median,cno_median
无干扰 #1,BDS1,BDS,100,0.253,0.253,0.001953125,362.78125,44.0
无干扰 #1,BDS10,BDS,150,0.253,0.253,0.001953125,358.9375,44.0
无干扰 #1,BDS2,BDS,100,0.253,0.253,0.001953125,362.78125,40.5
无干扰 #1,BDS23,BDS,150,0.253,0.253,0.001953125,359.78125,43.0
无干扰 #1,BDS24,BDS,150,0.253,0.253,0.001953125,358.59375,46.0
无干扰 #1,BDS25,BDS,150,0.253,0.253,0.001953125,361.640625,46.0
无干扰 #1,BDS3,BDS,100,0.253,0.253,0.001953125,187.484375,44.0
无干扰 #1,BDS33,BDS,150,0.169,0.253,0.001953125,359.4375,48.0
无干扰 #1,BDS4,BDS,100,0.253,0.253,0.001953125,362.78125,44.0
无干扰 #1,BDS41,BDS,150,0.253,0.253,0.001953125,354.78125,44.0
无干扰 #1,BDS42,BDS,150,0.253,0.253,0.001953125,201.09375,40.0
无干扰 #1,BDS6,BDS,100,0.21100000000000002,0.253,0.001953125,361.234375,45.0
无干扰 #1,BDS7,BDS,100,0.253,0.253,0.001953125,360.09375,45.5
无干扰 #1,BDS9,BDS,150,0.253,0.253,0.001953125,361.78125,44.0
无干扰 #1,GAL13,GAL,150,0.253,0.253,0.001953125,359.78125,43.0
无干扰 #1,GAL2,GAL,150,0.253,0.253,0.001953125,361.875,44.0
无干扰 #1,GAL26,GAL,147,0.253,0.253,0.001953125,2.0,36.0
无干扰 #1,GAL27,GAL,150,0.253,0.38,0.001953125,224.984375,40.0
无干扰 #1,GAL30,GAL,150,0.253,0.253,0.001953125,346.875,46.0
无干扰 #1,GAL32,GAL,150,0.253,0.253,0.001953125,354.640625,45.0
无干扰 #1,GAL7,GAL,150,0.253,0.253,0.001953125,361.28125,45.0
无干扰 #1,GAL8,GAL,150,0.253,0.253,0.001953125,361.234375,44.5
无干扰 #1,GLO100,GLO,100,0.253,0.253,0.001953125,313.640625,45.0
无干扰 #1,GLO75,GLO,50,0.253,0.253,0.001953125,328.09375,37.0
无干扰 #1,GLO76,GLO,66,0.38,0.38,0.00390625,0.0,27.0
无干扰 #1,GLO82,GLO,50,0.253,0.253,0.001953125,0.28125,32.0
无干扰 #1,GLO85,GLO,100,0.253,0.253,0.001953125,361.546875,45.5
无干扰 #1,GLO86,GLO,100,0.253,0.253,0.001953125,328.09375,45.5
无干扰 #1,GLO91,GLO,67,0.38,0.57,0.001953125,0.09375,30.0
无干扰 #1,GLO98,GLO,51,0.38,0.38,0.00390625,0.09375,28.0
无干扰 #1,GPS10,GPS,150,0.253,0.253,0.001953125,359.4375,47.0
无干扰 #1,GPS12,GPS,100,0.253,0.253,0.001953125,358.828125,43.5
无干扰 #1,GPS13,GPS,150,0.253,0.253,0.001953125,359.1875,45.0
无干扰 #1,GPS18,GPS,150,0.253,0.38,0.001953125,13.890625,34.0
无干扰 #1,GPS23,GPS,150,0.253,0.253,0.001953125,356.875,46.0
无干扰 #1,GPS25,GPS,150,0.253,0.253,0.001953125,355.6875,45.0
无干扰 #1,GPS28,GPS,150,0.253,0.253,0.001953125,353.28125,39.0
无干扰 #1,GPS32,GPS,150,0.253,0.253,0.001953125,17.890625,35.0
无干扰 #1,QZS194,QZS,150,0.253,0.253,0.001953125,360.4375,42.0
无干扰 #1,QZS195,QZS,150,0.253,0.253,0.001953125,360.328125,39.0
无干扰 #1,QZS199,QZS,150,0.253,0.253,0.001953125,355.59375,45.0
409MHz 干扰,BDS1,BDS,94,0.253,0.253,0.001953125,394.984375,45.0
409MHz 干扰,BDS10,BDS,148,0.253,0.253,0.001953125,395.4375,45.0
409MHz 干扰,BDS2,BDS,89,0.253,0.38,0.001953125,395.5,41.0
409MHz 干扰,BDS23,BDS,150,0.253,0.253,0.001953125,393.890625,38.0
409MHz 干扰,BDS24,BDS,150,0.253,0.253,0.001953125,395.1875,44.0
409MHz 干扰,BDS25,BDS,150,0.253,0.253,0.001953125,398.234375,41.0
409MHz 干扰,BDS3,BDS,84,0.169,0.253,0.001953125,395.984375,47.5
409MHz 干扰,BDS33,BDS,150,0.253,0.253,0.001953125,396.046875,43.0
409MHz 干扰,BDS4,BDS,88,0.253,0.253,0.001953125,395.59375,46.0
409MHz 干扰,BDS41,BDS,150,0.253,0.253,0.001953125,391.390625,43.0
409MHz 干扰,BDS42,BDS,150,0.253,0.253,0.001953125,6.484375,35.0
409MHz 干扰,BDS6,BDS,100,0.253,0.253,0.001953125,397.828125,43.5
409MHz 干扰,BDS7,BDS,100,0.253,0.253,0.001953125,396.6875,43.0
409MHz 干扰,BDS9,BDS,150,0.253,0.253,0.001953125,398.375,44.0
409MHz 干扰,GAL13,GAL,150,0.253,0.253,0.001953125,396.375,43.5
409MHz 干扰,GAL2,GAL,150,0.253,0.253,0.001953125,395.59375,46.0
409MHz 干扰,GAL26,GAL,150,0.253,0.38,0.001953125,24.6875,33.0
409MHz 干扰,GAL27,GAL,105,0.253,0.38,0.001953125,264.09375,37.0
409MHz 干扰,GAL30,GAL,150,0.253,0.253,0.001953125,383.5,47.0
409MHz 干扰,GAL32,GAL,150,0.253,0.253,0.001953125,391.234375,45.0
409MHz 干扰,GAL7,GAL,150,0.253,0.253,0.001953125,395.28125,45.0
409MHz 干扰,GAL8,GAL,150,0.253,0.253,0.001953125,397.828125,42.0
409MHz 干扰,GLO100,GLO,100,0.253,0.253,0.001953125,166.796875,42.5
409MHz 干扰,GLO75,GLO,50,0.253,0.253,0.001953125,4.890625,36.0
409MHz 干扰,GLO76,GLO,50,0.253,0.38,0.001953125,0.375,31.0
409MHz 干扰,GLO82,GLO,21,0.38,0.57,0.00390625,0.0,24.0
409MHz 干扰,GLO85,GLO,100,0.253,0.253,0.001953125,197.140625,40.5
409MHz 干扰,GLO86,GLO,100,0.253,0.253,0.001953125,364.6875,43.5
409MHz 干扰,GLO91,GLO,50,0.253,0.38,0.001953125,4.6875,37.0
409MHz 干扰,GLO98,GLO,3,0.38,0.38,0.00390625,0.0,25.0
409MHz 干扰,GPS10,GPS,100,0.253,0.253,0.001953125,397.328125,45.0
409MHz 干扰,GPS12,GPS,50,0.253,0.253,0.001953125,397.78125,46.0
409MHz 干扰,GPS13,GPS,100,0.253,0.253,0.001953125,396.890625,43.5
409MHz 干扰,GPS18,GPS,100,0.3165,0.38,0.0029296875,60.984375,30.5
409MHz 干扰,GPS23,GPS,100,0.253,0.253,0.001953125,394.234375,45.0
409MHz 干扰,GPS25,GPS,100,0.253,0.253,0.001953125,393.28125,43.5
409MHz 干扰,GPS28,GPS,100,0.253,0.253,0.001953125,199.734375,36.0
409MHz 干扰,GPS32,GPS,100,0.253,0.38,0.001953125,8.78125,34.0
409MHz 干扰,QZS194,QZS,100,0.253,0.253,0.001953125,399.046875,40.0
409MHz 干扰,QZS195,QZS,100,0.253,0.253,0.001953125,398.828125,38.5
409MHz 干扰,QZS199,QZS,100,0.253,0.253,0.001953125,394.59375,41.0
无干扰 #2,BDS1,BDS,100,0.253,0.253,0.001953125,223.9375,45.0
无干扰 #2,BDS10,BDS,150,0.253,0.253,0.001953125,169.984375,45.0
无干扰 #2,BDS2,BDS,100,0.253,0.253,0.001953125,223.640625,41.0
无干扰 #2,BDS23,BDS,150,0.253,0.253,0.001953125,28.6875,43.0
无干扰 #2,BDS24,BDS,150,0.253,0.253,0.001953125,429.375,46.0
无干扰 #2,BDS25,BDS,150,0.253,0.253,0.001953125,432.4375,46.0
无干扰 #2,BDS3,BDS,85,0.253,0.253,0.001953125,430.09375,46.0
无干扰 #2,BDS33,BDS,150,0.169,0.253,0.001953125,430.234375,47.0
无干扰 #2,BDS4,BDS,100,0.253,0.253,0.001953125,223.9375,44.5
无干扰 #2,BDS41,BDS,150,0.253,0.253,0.001953125,425.59375,44.0
无干扰 #2,BDS42,BDS,150,0.253,0.253,0.001953125,17.1875,36.0
无干扰 #2,BDS6,BDS,100,0.253,0.253,0.001953125,432.046875,44.5
无干扰 #2,BDS7,BDS,100,0.253,0.253,0.001953125,430.875,46.0
无干扰 #2,BDS9,BDS,150,0.253,0.253,0.001953125,432.59375,45.0
无干扰 #2,GAL13,GAL,150,0.253,0.253,0.001953125,430.59375,42.0
无干扰 #2,GAL2,GAL,150,0.253,0.253,0.001953125,429.78125,45.0
无干扰 #2,GAL26,GAL,142,0.253,0.253,0.001953125,2.328125,36.0
无干扰 #2,GAL27,GAL,100,0.253,0.253,0.001953125,154.328125,41.5
无干扰 #2,GAL30,GAL,150,0.253,0.253,0.001953125,417.6875,47.0
无干扰 #2,GAL32,GAL,150,0.253,0.253,0.001953125,425.4375,43.0
无干扰 #2,GAL7,GAL,150,0.253,0.253,0.001953125,429.5,44.0
无干扰 #2,GAL8,GAL,150,0.253,0.253,0.001953125,432.046875,45.0
无干扰 #2,GLO100,GLO,100,0.253,0.253,0.001953125,200.984375,44.0
无干扰 #2,GLO75,GLO,50,0.253,0.253,0.001953125,1.234375,34.0
无干扰 #2,GLO76,GLO,39,0.38,0.38,0.001953125,0.0,31.0
无干扰 #2,GLO82,GLO,84,0.38,0.38,0.001953125,0.234375,31.0
无干扰 #2,GLO85,GLO,100,0.253,0.253,0.001953125,223.625,45.5
无干扰 #2,GLO86,GLO,100,0.253,0.253,0.001953125,398.890625,45.0
无干扰 #2,GLO91,GLO,80,0.253,0.38,0.001953125,4.28125,37.5
无干扰 #2,GLO98,GLO,19,0.38,0.38,0.00390625,0.0,26.0
无干扰 #2,GPS10,GPS,150,0.253,0.253,0.001953125,429.046875,46.0
无干扰 #2,GPS12,GPS,100,0.253,0.253,0.001953125,222.1875,42.0
无干扰 #2,GPS13,GPS,150,0.253,0.253,0.001953125,428.59375,45.0
无干扰 #2,GPS18,GPS,137,0.253,0.38,0.001953125,8.6875,33.0
无干扰 #2,GPS23,GPS,150,0.253,0.253,0.001953125,425.9375,46.0
无干扰 #2,GPS25,GPS,150,0.253,0.253,0.001953125,424.984375,44.0
无干扰 #2,GPS28,GPS,150,0.253,0.253,0.001953125,12.484375,37.0
无干扰 #2,GPS32,GPS,150,0.253,0.253,0.001953125,14.28125,36.0
无干扰 #2,QZS194,QZS,150,0.253,0.253,0.001953125,430.734375,42.0
无干扰 #2,QZS195,QZS,150,0.253,0.253,0.001953125,430.546875,40.0
无干扰 #2,QZS199,QZS,150,0.253,0.253,0.001953125,426.28125,45.0
392MHz 干扰,BDS1,BDS,100,0.253,0.253,0.001953125,5.9375,36.0
392MHz 干扰,BDS10,BDS,150,0.253,0.253,0.001953125,21.09375,38.0
392MHz 干扰,BDS2,BDS,76,0.38,0.38,0.001953125,0.0,31.0
392MHz 干扰,BDS23,BDS,100,0.253,0.253,0.001953125,18.140625,34.5
392MHz 干扰,BDS24,BDS,100,0.253,0.253,0.001953125,17.140625,36.5
392MHz 干扰,BDS25,BDS,100,0.253,0.253,0.001953125,471.828125,37.0
392MHz 干扰,BDS3,BDS,80,0.253,0.253,0.001953125,18.09375,40.0
392MHz 干扰,BDS33,BDS,100,0.253,0.253,0.001953125,244.890625,39.0
392MHz 干扰,BDS4,BDS,85,0.253,0.253,0.001953125,17.5,38.0
392MHz 干扰,BDS41,BDS,100,0.253,0.253,0.001953125,243.84375,36.5
392MHz 干扰,BDS42,BDS,54,0.38,0.57,0.00390625,0.5,28.0
392MHz 干扰,BDS6,BDS,100,0.253,0.253,0.001953125,245.9375,37.5
392MHz 干扰,BDS7,BDS,100,0.253,0.253,0.001953125,244.28125,38.0
392MHz 干扰,BDS9,BDS,150,0.253,0.253,0.001953125,469.1875,38.0
392MHz 干扰,GAL13,GAL,100,0.253,0.253,0.001953125,16.1875,38.5
392MHz 干扰,GAL2,GAL,100,0.253,0.253,0.001953125,53.9375,41.0
392MHz 干扰,GAL26,GAL,50,0.38,0.38,0.00390625,0.046875,30.0
392MHz 干扰,GAL27,GAL,93,0.253,0.38,0.001953125,0.0,34.0
392MHz 干扰,GAL30,GAL,100,0.253,0.253,0.001953125,239.4375,43.0
392MHz 干扰,GAL32,GAL,100,0.253,0.253,0.001953125,243.1875,42.0
392MHz 干扰,GAL7,GAL,94,0.253,0.253,0.001953125,468.59375,42.0
392MHz 干扰,GAL8,GAL,100,0.253,0.253,0.001953125,246.390625,41.5
392MHz 干扰,GLO100,GLO,100,0.253,0.253,0.001953125,240.390625,43.0
392MHz 干扰,GLO75,GLO,50,0.38,0.38,0.00390625,0.0,23.0
392MHz 干扰,GLO76,GLO,38,0.38,0.38,0.00390625,0.0,28.0
392MHz 干扰,GLO82,GLO,33,0.253,0.38,0.001953125,0.875,35.0
392MHz 干扰,GLO85,GLO,100,0.253,0.253,0.001953125,33.796875,41.5
392MHz 干扰,GLO86,GLO,100,0.253,0.253,0.001953125,226.78125,42.5
392MHz 干扰,GLO91,GLO,6,0.38,0.38,0.00390625,0.0,28.0
