label,n,std_psr_median,std_psr_mean,std_psr_p25,std_psr_p75,std_adr_median,std_adr_mean,locktime_median,locktime_p25,doppler_std,cno_median
无干扰 #1,5111,0.253,0.2494402269614557,0.253,0.253,0.001953125,0.002034138989434553,354.59375,318.09375,1399.490751258825,44.0
409MHz 干扰,4241,0.253,0.24977410987974544,0.253,0.253,0.001953125,0.0020079285545861825,390.59375,76.6875,1420.712001650639,41.0
无干扰 #2,4963,0.253,0.24728793068708446,0.253,0.253,0.001953125,0.001994839940560145,422.28125,17.875,1376.285966250898,44.0
392MHz 干扰,3686,0.253,0.2657167661421596,0.253,0.253,0.001953125,0.0021279842647856755,49.59375,2.875,1389.2160380209364,38.0
无干扰 #3,4962,0.253,0.24783474405481667,0.253,0.253,0.001953125,0.0020216142684401452,30.046875,13.375,1403.5196062074633,44.0
4G/5G 干扰,5078,0.253,0.2425732571878693,0.253,0.253,0.001953125,0.0020377424675068925,66.140625,51.375,1431.0033325263119,44.0
无干扰 #4,5135,0.253,0.2512171372930867,0.253,0.253,0.001953125,0.0020759797955209346,126.6875,113.59375,1465.5177333235818,44.0
Wi-Fi 干扰,5214,0.253,0.2509842731108554,0.253,0.253,0.001953125,0.002136675297276563,189.59375,179.28125,1471.5403237183482,45.0
无干扰 #5,5168,0.253,0.25301412538699697,0.253,0.253,0.001953125,0.002084643479102167,252.28125,241.375,1453.9791418851912,44.0
