segment,band,n,std_psr_median,std_psr_mean,std_adr_median,cno_median,locktime_median
无干扰 #1,B1,700,0.253,0.22828000000000007,0.001953125,46.0,357.78125
无干扰 #1,B2,395,0.253,0.242367088607595,0.001953125,45.0,354.6875
无干扰 #1,B3,700,0.253,0.23560000000000006,0.001953125,44.0,356.28125
无干扰 #1,E1,350,0.253,0.25300000000000006,0.001953125,45.0,354.78125
无干扰 #1,E5a,350,0.253,0.25300000000000006,0.001953125,44.0,351.234375
无干扰 #1,E5b,350,0.253,0.23668000000000006,0.001953125,46.0,353.546875
无干扰 #1,L1,910,0.253,0.2703318681318682,0.001953125,39.0,352.1875
无干扰 #1,L2,850,0.253,0.27272235294117647,0.001953125,39.0,346.234375
无干扰 #1,L5,500,0.253,0.22983200000000006,0.001953125,44.5,353.046875
409MHz 干扰,B1,700,0.253,0.22300000000000003,0.001953125,46.0,394.375
409MHz 干扰,B2,391,0.253,0.25300000000000006,0.001953125,41.0,389.09375
409MHz 干扰,B3,596,0.253,0.26876845637583896,0.001953125,36.0,389.375
409MHz 干扰,E1,350,0.253,0.2393200000000001,0.001953125,45.0,391.375
409MHz 干扰,E5a,350,0.253,0.25300000000000006,0.001953125,36.0,385.4375
409MHz 干扰,E5b,338,0.253,0.2296390532544379,0.001953125,46.0,390.4375
409MHz 干扰,L1,923,0.253,0.26072156013001085,0.001953125,40.0,330.28125
409MHz 干扰,L2,160,0.253,0.2633187500000001,0.001953125,36.0,1.78125
409MHz 干扰,L5,429,0.253,0.2636573426573427,0.001953125,41.0,389.1875
无干扰 #2,B1,700,0.253,0.22984000000000004,0.001953125,46.0,428.59375
无干扰 #2,B2,400,0.253,0.23326000000000008,0.001953125,46.0,235.53125
无干扰 #2,B3,693,0.253,0.2466969696969698,0.001953125,44.0,419.1875
无干扰 #2,E1,350,0.253,0.25300000000000006,0.001953125,45.0,425.59375
无干扰 #2,E5a,350,0.253,0.25300000000000006,0.001953125,44.0,419.640625
无干扰 #2,E5b,350,0.253,0.23332000000000006,0.001953125,46.0,424.328125
无干扰 #2,L1,893,0.253,0.2660806270996641,0.001953125,41.0,419.375
无干扰 #2,L2,726,0.253,0.2578980716253444,0.001953125,41.0,12.375
无干扰 #2,L5,500,0.253,0.23865400000000006,0.001953125,44.5,422.140625
392MHz 干扰,B1,700,0.253,0.2778557142857143,0.001953125,34.0,4.0
392MHz 干扰,B2,100,0.253,0.25300000000000006,0.001953125,41.0,277.140625
392MHz 干扰,B3,686,0.253,0.24271428571428577,0.001953125,45.0,459.28125
392MHz 干扰,E1,350,0.253,0.2845685714285715,0.001953125,36.0,4.09375
392MHz 干扰,E5b,323,0.253,0.25300000000000006,0.001953125,41.0,461.875
392MHz 干扰,L1,703,0.253,0.27377524893314376,0.001953125,34.0,8.09375
392MHz 干扰,L2,829,0.253,0.26663449939686373,0.001953125,41.0,50.78125
无干扰 #3,B1,700,0.253,0.23104000000000005,0.001953125,46.0,35.9375
无干扰 #3,B2,400,0.253,0.22738000000000005,0.001953125,45.5,14.375
无干扰 #3,B3,700,0.253,0.24100000000000008,0.001953125,45.0,298.78125
无干扰 #3,E1,350,0.253,0.25132000000000004,0.001953125,45.0,43.1875
无干扰 #3,E5a,350,0.253,0.24484000000000006,0.001953125,43.0,12.734375
无干扰 #3,E5b,350,0.253,0.23596000000000003,0.001953125,46.0,25.28125
无干扰 #3,L1,856,0.253,0.2665724299065421,0.001953125,42.0,35.1875
无干扰 #3,L2,826,0.253,0.2748329297820824,0.001953125,38.0,90.0
无干扰 #3,L5,450,0.253,0.23172000000000006,0.001953125,42.0,11.0
4G/5G 干扰,B1,750,0.253,0.22709200000000007,0.001953125,46.0,67.390625
4G/5G 干扰,B2,399,0.253,0.22142105263157896,0.001953125,46.0,53.78125
4G/5G 干扰,B3,700,0.253,0.22900000000000006,0.001953125,45.0,338.78125
4G/5G 干扰,E1,350,0.253,0.25300000000000006,0.001953125,44.0,83.1875
4G/5G 干扰,E5a,350,0.253,0.25300000000000006,0.001953125,43.0,52.734375
4G/5G 干扰,E5b,350,0.169,0.19300000000000003,0.001953125,48.0,65.28125
4G/5G 干扰,L1,937,0.253,0.2750640341515475,0.001953125,40.0,66.375
4G/5G 干扰,L2,790,0.253,0.26586075949367094,0.001953125,42.0,130.375
4G/5G 干扰,L5,450,0.253,0.22500000000000006,0.001953125,43.0,51.0
无干扰 #4,B1,718,0.253,0.23469220055710313,0.001953125,46.0,133.1875
无干扰 #4,B2,400,0.253,0.22150000000000006,0.001953125,47.0,116.375
无干扰 #4,B3,700,0.253,0.2394400000000001,0.001953125,45.0,401.390625
无干扰 #4,E1,350,0.253,0.25300000000000006,0.001953125,44.0,145.78125
无干扰 #4,E5a,350,0.253,0.25300000000000006,0.001953125,43.0,115.328125
无干扰 #4,E5b,350,0.253,0.21700000000000005,0.001953125,46.0,127.890625
无干扰 #4,L1,914,0.253,0.28939824945295406,0.001953125,39.0,130.28125
无干扰 #4,L2,900,0.253,0.26809888888888894,0.001953125,40.5,191.78125
无干扰 #4,L5,450,0.253,0.23679111111111117,0.001953125,42.0,113.59375
Wi-Fi 干扰,B1,750,0.253,0.24007466666666671,0.001953125,46.0,197.1875
Wi-Fi 干扰,B2,400,0.253,0.23851000000000006,0.001953125,46.0,183.59375
Wi-Fi 干扰,B3,696,0.253,0.2288620689655173,0.001953125,45.0,667.28125
Wi-Fi 干扰,E1,350,0.253,0.24580000000000007,0.001953125,46.0,212.984375
Wi-Fi 干扰,E5a,350,0.253,0.2467600000000001,0.001953125,45.0,182.546875
Wi-Fi 干扰,E5b,350,0.169,0.19300000000000003,0.001953125,48.0,195.09375
Wi-Fi 干扰,L1,947,0.253,0.2853833157338966,0.001953125,40.0,185.5
Wi-Fi 干扰,L2,914,0.253,0.2816236323851204,0.001953125,41.0,258.875
Wi-Fi 干扰,L5,450,0.253,0.2295155555555556,0.001953125,41.0,180.78125
无干扰 #5,B1,750,0.253,0.2389546666666667,0.001953125,46.0,258.984375
无干扰 #5,B2,400,0.253,0.22801000000000005,0.001953125,45.5,245.375
无干扰 #5,B3,729,0.253,0.243766803840878,0.001953125,44.0,331.09375
无干扰 #5,E1,350,0.253,0.24580000000000007,0.001953125,44.0,274.78125
无干扰 #5,E5a,350,0.253,0.25300000000000006,0.001953125,43.0,244.328125
