segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,100,45.5,43.75,44.0,45.25,44.75
无干扰 #1,BDS10,BDS,150,45.0,43.0,43.0,45.0,44.75
无干扰 #1,BDS2,BDS,100,42.0,39.0,39.75,41.5,40.625
无干扰 #1,BDS23,BDS,150,44.25,41.5,41.75,44.0,43.75
无干扰 #1,BDS24,BDS,150,49.0,44.75,45.0,49.0,46.25
无干扰 #1,BDS25,BDS,150,48.5,43.0,43.5,48.25,46.25
无干扰 #1,BDS3,BDS,100,46.5,42.5,42.75,45.75,44.25
无干扰 #1,BDS33,BDS,150,48.75,45.5,45.75,48.75,48.0
无干扰 #1,BDS4,BDS,100,45.25,43.25,43.75,44.5,44.25
无干扰 #1,BDS41,BDS,150,47.75,44.25,44.5,47.5,44.75
无干扰 #1,BDS42,BDS,150,44.25,35.25,36.25,44.0,40.25
无干扰 #1,BDS6,BDS,100,48.0,42.5,43.0,47.5,45.375
无干扰 #1,BDS7,BDS,100,47.25,45.25,45.5,47.0,46.25
无干扰 #1,BDS9,BDS,150,45.5,44.0,44.25,45.25,44.5
无干扰 #1,GAL13,GAL,150,45.0,39.5,39.75,44.5,43.75
无干扰 #1,GAL2,GAL,150,47.25,43.0,43.25,46.75,44.25
无干扰 #1,GAL26,GAL,147,38.5,33.5,34.5,37.0,36.75
无干扰 #1,GAL27,GAL,150,44.75,25.5,28.75,44.25,40.75
无干扰 #1,GAL30,GAL,150,47.5,44.5,44.75,47.0,46.75
无干扰 #1,GAL32,GAL,150,46.75,44.0,44.25,46.25,45.25
无干扰 #1,GAL7,GAL,150,46.5,44.0,44.5,46.25,45.0
无干扰 #1,GAL8,GAL,150,47.5,43.5,44.0,47.0,44.875
无干扰 #1,GLO100,GLO,100,45.75,45.25,45.5,45.75,45.75
无干扰 #1,GLO75,GLO,50,38.0,37.25,37.5,37.9375,37.75
无干扰 #1,GLO76,GLO,66,36.0,22.0,26.0,28.25,27.375
无干扰 #1,GLO82,GLO,50,35.5,31.75,32.5,33.75,32.75
无干扰 #1,GLO85,GLO,100,47.0,43.75,43.75,47.0,45.5
无干扰 #1,GLO86,GLO,100,46.25,44.75,45.5,46.0,45.875
