segment,band,n,std_psr_median,std_psr_mean,std_adr_median,cno_median,locktime_median
无干扰 #1,B1,700,0.253,0.25300000000000006,0.001953125,44.0,361.09375
无干扰 #1,B2,400,0.21100000000000002,0.21100000000000002,0.001953125,46.0,357.1875
无干扰 #1,B3,700,0.253,0.24100000000000008,0.001953125,44.0,359.375
无干扰 #1,E1,400,0.253,0.2688750000000001,0.001953125,44.0,358.28125
无干扰 #1,E5a,400,0.253,0.25300000000000006,0.001953125,43.5,354.734375
无干扰 #1,E5b,397,0.253,0.24919143576826205,0.001953125,46.0,357.1875
无干扰 #1,L1,836,0.253,0.2622655502392345,0.001953125,42.0,356.546875
无干扰 #1,L2,848,0.253,0.269623820754717,0.001953125,41.0,349.828125
无干扰 #1,L5,500,0.253,0.22780000000000006,0.001953125,45.5,357.375
409MHz 干扰,B1,700,0.253,0.23992000000000008,0.001953125,46.0,397.6875
409MHz 干扰,B2,400,0.253,0.25300000000000006,0.001953125,43.0,387.140625
409MHz 干扰,B3,653,0.253,0.25436140888208275,0.001953125,38.0,393.6875
409MHz 干扰,E1,363,0.253,0.2544104683195593,0.001953125,45.0,395.59375
409MHz 干扰,E5a,400,0.253,0.2545875000000001,0.001953125,37.0,391.328125
409MHz 干扰,E5b,392,0.253,0.22227295918367346,0.001953125,47.0,379.984375
409MHz 干扰,L1,853,0.253,0.2559777256740915,0.001953125,42.0,392.875
409MHz 干扰,L2,171,0.253,0.2741520467836258,0.001953125,39.0,11.09375
409MHz 干扰,L5,500,0.253,0.26646200000000003,0.001953125,40.0,393.59375
无干扰 #2,B1,700,0.253,0.25300000000000006,0.001953125,44.0,431.875
无干扰 #2,B2,400,0.21100000000000002,0.21100000000000002,0.001953125,46.5,421.328125
无干扰 #2,B3,685,0.253,0.2462554744525548,0.001953125,44.0,423.6875
无干扰 #2,E1,350,0.253,0.2525200000000001,0.001953125,44.0,430.09375
无干扰 #2,E5a,400,0.253,0.25300000000000006,0.001953125,43.0,425.546875
无干扰 #2,E5b,392,0.169,0.20928571428571432,0.001953125,47.0,414.1875
无干扰 #2,L1,892,0.253,0.2629663677130046,0.001953125,41.0,423.984375
无干扰 #2,L2,767,0.253,0.26326597131681884,0.001953125,42.0,12.0
无干扰 #2,L5,500,0.253,0.21940000000000004,0.001953125,44.5,427.78125
392MHz 干扰,B1,700,0.253,0.2693285714285715,0.001953125,38.0,19.828125
392MHz 干扰,B2,100,0.253,0.25300000000000006,0.001953125,42.0,340.640625
392MHz 干扰,B3,595,0.253,0.25918655462184875,0.001953125,36.0,462.09375
392MHz 干扰,E1,393,0.253,0.27659033078880413,0.001953125,41.0,19.28125
392MHz 干扰,E5b,344,0.253,0.25300000000000006,0.001953125,41.0,452.984375
392MHz 干扰,L1,750,0.253,0.2701026666666667,0.001953125,38.0,393.984375
392MHz 干扰,L2,767,0.253,0.2766766623207302,0.001953125,41.0,50.59375
无干扰 #3,B1,700,0.253,0.2528800000000001,0.001953125,45.0,14.09375
