segment,svid,sys,n,std_psr_median,std_psr_max,std_adr_median,locktime_median,cno_median
392MHz 干扰,GLO91,GLO,37,0.38,0.38,0.00390625,0.0,29.0
392MHz 干扰,GLO98,GLO,27,0.38,0.38,0.00390625,0.0,28.0
392MHz 干扰,GPS10,GPS,100,0.253,0.253,0.001953125,259.546875,43.0
392MHz 干扰,GPS12,GPS,100,0.253,0.253,0.001953125,259.390625,39.0
392MHz 干扰,GPS13,GPS,100,0.253,0.253,0.001953125,34.0,40.5
392MHz 干扰,GPS18,GPS,76,0.38,0.38,0.00390625,0.0,25.0
392MHz 干扰,GPS23,GPS,100,0.253,0.253,0.001953125,257.828125,42.0
392MHz 干扰,GPS25,GPS,100,0.253,0.253,0.001953125,257.484375,40.0
392MHz 干扰,GPS28,GPS,100,0.253,0.38,0.001953125,27.09375,36.5
392MHz 干扰,GPS32,GPS,100,0.253,0.38,0.001953125,10.6875,34.5
392MHz 干扰,QZS194,QZS,100,0.253,0.253,0.001953125,31.0,36.5
392MHz 干扰,QZS195,QZS,100,0.253,0.253,0.001953125,28.890625,36.5
392MHz 干扰,QZS199,QZS,100,0.253,0.38,0.001953125,26.578125,37.5
无干扰 #3,BDS1,BDS,100,0.21100000000000002,0.253,0.001953125,54.640625,46.0
无干扰 #3,BDS10,BDS,150,0.253,0.253,0.001953125,95.484375,44.0
无干扰 #3,BDS2,BDS,100,0.253,0.253,0.001953125,12.484375,41.5
无干扰 #3,BDS23,BDS,150,0.253,0.253,0.001953125,17.6875,40.0
无干扰 #3,BDS24,BDS,150,0.253,0.253,0.001953125,44.484375,47.0
无干扰 #3,BDS25,BDS,150,0.253,0.253,0.001953125,60.28125,47.0
无干扰 #3,BDS3,BDS,100,0.253,0.253,0.001953125,54.546875,44.5
无干扰 #3,BDS33,BDS,150,0.253,0.253,0.001953125,27.390625,47.0
无干扰 #3,BDS4,BDS,100,0.253,0.253,0.001953125,54.59375,42.5
无干扰 #3,BDS41,BDS,150,0.253,0.253,0.001953125,50.09375,46.5
无干扰 #3,BDS42,BDS,150,0.253,0.253,0.001953125,15.9375,36.0
无干扰 #3,BDS6,BDS,100,0.253,0.253,0.001953125,276.03125,45.5
无干扰 #3,BDS7,BDS,100,0.169,0.253,0.001953125,507.734375,47.5
无干扰 #3,BDS9,BDS,150,0.253,0.253,0.001953125,506.9375,45.0
无干扰 #3,GAL13,GAL,150,0.253,0.253,0.001953125,13.59375,41.0
无干扰 #3,GAL2,GAL,150,0.253,0.253,0.001953125,19.390625,45.0
无干扰 #3,GAL26,GAL,150,0.253,0.253,0.001953125,13.4375,38.0
无干扰 #3,GAL30,GAL,150,0.169,0.253,0.001953125,498.640625,47.0
无干扰 #3,GAL32,GAL,150,0.253,0.253,0.001953125,15.9375,45.0
无干扰 #3,GAL7,GAL,150,0.253,0.253,0.001953125,60.1875,46.0
无干扰 #3,GAL8,GAL,150,0.253,0.253,0.001953125,43.984375,46.0
无干扰 #3,GLO100,GLO,100,0.253,0.253,0.001953125,83.9375,44.0
无干扰 #3,GLO75,GLO,50,0.38,0.38,0.001953125,0.28125,31.0
无干扰 #3,GLO76,GLO,55,0.253,0.38,0.001953125,0.5,34.0
无干扰 #3,GLO82,GLO,50,0.253,0.38,0.001953125,0.328125,32.0
无干扰 #3,GLO85,GLO,100,0.253,0.253,0.001953125,66.328125,46.0
无干扰 #3,GLO86,GLO,100,0.253,0.253,0.001953125,55.828125,45.0
无干扰 #3,GLO91,GLO,64,0.38,0.38,0.00390625,0.0,30.0
无干扰 #3,GLO98,GLO,73,0.38,0.57,0.00390625,0.0,25.0
无干扰 #3,GPS10,GPS,150,0.253,0.253,0.001953125,90.890625,45.0
无干扰 #3,GPS12,GPS,100,0.253,0.253,0.001953125,298.59375,42.0
无干扰 #3,GPS13,GPS,100,0.253,0.253,0.001953125,73.1875,45.0
无干扰 #3,GPS18,GPS,146,0.253,0.38,0.001953125,5.78125,32.0
无干扰 #3,GPS23,GPS,150,0.253,0.253,0.001953125,91.1875,46.0
无干扰 #3,GPS25,GPS,150,0.253,0.253,0.001953125,90.890625,45.0
无干扰 #3,GPS28,GPS,144,0.253,0.253,0.001953125,12.390625,37.0
无干扰 #3,GPS32,GPS,150,0.253,0.253,0.001953125,11.390625,35.0
无干扰 #3,QZS194,QZS,150,0.253,0.253,0.001953125,49.78125,42.0
无干扰 #3,QZS195,QZS,150,0.253,0.253,0.001953125,36.59375,40.0
无干扰 #3,QZS199,QZS,150,0.253,0.253,0.001953125,24.09375,42.0
4G/5G 干扰,BDS1,BDS,100,0.21100000000000002,0.253,0.001953125,94.640625,46.5
4G/5G 干扰,BDS10,BDS,150,0.253,0.253,0.001953125,135.484375,45.0
4G/5G 干扰,BDS2,BDS,100,0.253,0.253,0.001953125,31.09375,41.5
4G/5G 干扰,BDS23,BDS,150,0.253,0.253,0.001953125,57.6875,41.0
4G/5G 干扰,BDS24,BDS,150,0.169,0.169,0.001953125,84.484375,48.5
4G/5G 干扰,BDS25,BDS,150,0.253,0.253,0.001953125,100.28125,46.0
4G/5G 干扰,BDS3,BDS,100,0.253,0.253,0.001953125,94.546875,44.5
4G/5G 干扰,BDS32,BDS,50,0.253,0.38,0.001953125,5.890625,32.0
4G/5G 干扰,BDS33,BDS,150,0.169,0.253,0.001953125,67.390625,48.0
4G/5G 干扰,BDS4,BDS,100,0.253,0.253,0.001953125,94.59375,43.0
4G/5G 干扰,BDS41,BDS,150,0.253,0.253,0.001953125,90.09375,47.0
4G/5G 干扰,BDS42,BDS,149,0.253,0.253,0.001953125,9.1875,36.0
4G/5G 干扰,BDS6,BDS,100,0.21100000000000002,0.253,0.001953125,316.03125,46.5
4G/5G 干扰,BDS7,BDS,100,0.169,0.169,0.001953125,547.734375,48.0
4G/5G 干扰,BDS9,BDS,150,0.253,0.253,0.001953125,546.9375,46.0
4G/5G 干扰,GAL13,GAL,150,0.253,0.253,0.001953125,53.59375,41.0
4G/5G 干扰,GAL2,GAL,150,0.253,0.253,0.001953125,59.390625,45.0
4G/5G 干扰,GAL26,GAL,150,0.253,0.253,0.001953125,50.140625,39.0
4G/5G 干扰,GAL30,GAL,150,0.253,0.253,0.001953125,538.640625,47.0
4G/5G 干扰,GAL32,GAL,150,0.253,0.253,0.001953125,55.9375,44.0
4G/5G 干扰,GAL7,GAL,150,0.253,0.253,0.001953125,100.1875,46.0
4G/5G 干扰,GAL8,GAL,150,0.253,0.253,0.001953125,83.984375,46.0
4G/5G 干扰,GLO100,GLO,100,0.253,0.253,0.001953125,123.9375,44.5
4G/5G 干扰,GLO75,GLO,50,0.38,0.38,0.00390625,0.09375,28.0
4G/5G 干扰,GLO76,GLO,90,0.38,0.38,0.00390625,0.0,29.0
4G/5G 干扰,GLO82,GLO,100,0.38,0.38,0.001953125,0.1875,30.0
4G/5G 干扰,GLO85,GLO,100,0.253,0.253,0.001953125,106.328125,46.0
4G/5G 干扰,GLO86,GLO,100,0.253,0.253,0.001953125,95.828125,44.0
4G/5G 干扰,GLO91,GLO,46,0.253,0.38,0.001953125,0.5,34.0
4G/5G 干扰,GLO98,GLO,91,0.38,0.38,0.001953125,0.09375,31.0
4G/5G 干扰,GPS10,GPS,150,0.253,0.253,0.001953125,130.890625,47.0
4G/5G 干扰,GPS12,GPS,100,0.253,0.253,0.001953125,338.59375,44.0
4G/5G 干扰,GPS13,GPS,100,0.253,0.253,0.001953125,113.1875,45.5
4G/5G 干扰,GPS18,GPS,100,0.253,0.253,0.001953125,3.59375,32.5
4G/5G 干扰,GPS23,GPS,150,0.253,0.253,0.001953125,131.1875,47.0
4G/5G 干扰,GPS25,GPS,150,0.253,0.253,0.001953125,130.890625,44.0
4G/5G 干扰,GPS28,GPS,150,0.253,0.253,0.001953125,51.78125,37.0
4G/5G 干扰,GPS32,GPS,150,0.253,0.253,0.001953125,51.390625,35.0
4G/5G 干扰,QZS194,QZS,150,0.253,0.253,0.001953125,89.78125,42.0
4G/5G 干扰,QZS195,QZS,150,0.253,0.253,0.001953125,76.59375,39.0
4G/5G 干扰,QZS199,QZS,150,0.253,0.253,0.001953125,64.09375,42.0
无干扰 #4,BDS1,BDS,100,0.21100000000000002,0.253,0.001953125,157.234375,46.0
无干扰 #4,BDS10,BDS,150,0.253,0.253,0.001953125,198.09375,44.0
无干扰 #4,BDS2,BDS,100,0.253,0.253,0.001953125,69.390625,41.5
无干扰 #4,BDS23,BDS,150,0.253,0.253,0.001953125,120.28125,43.0
无干扰 #4,BDS24,BDS,150,0.169,0.169,0.001953125,147.09375,48.0
无干扰 #4,BDS25,BDS,150,0.253,0.253,0.001953125,162.890625,47.0
无干扰 #4,BDS3,BDS,100,0.253,0.253,0.001953125,157.140625,44.5
无干扰 #4,BDS32,BDS,18,0.57,0.57,0.00390625,0.0,20.0
无干扰 #4,BDS33,BDS,150,0.169,0.253,0.001953125,129.984375,47.0
无干扰 #4,BDS4,BDS,100,0.253,0.253,0.001953125,157.1875,43.0
无干扰 #4,BDS41,BDS,150,0.253,0.253,0.001953125,152.6875,47.0
无干扰 #4,BDS42,BDS,150,0.253,0.38,0.001953125,14.1875,36.0
无干扰 #4,BDS6,BDS,100,0.253,0.253,0.001953125,378.625,46.0
无干扰 #4,BDS7,BDS,100,0.169,0.253,0.001953125,610.328125,47.0
无干扰 #4,BDS9,BDS,150,0.253,0.253,0.001953125,609.546875,46.0
无干扰 #4,GAL13,GAL,150,0.253,0.253,0.001953125,116.1875,41.0
无干扰 #4,GAL2,GAL,150,0.253,0.253,0.001953125,121.984375,45.0
无干扰 #4,GAL26,GAL,150,0.253,0.253,0.001953125,112.734375,38.0
无干扰 #4,GAL30,GAL,150,0.253,0.253,0.001953125,601.234375,47.0
无干扰 #4,GAL32,GAL,150,0.253,0.253,0.001953125,118.546875,43.0
无干扰 #4,GAL7,GAL,150,0.253,0.253,0.001953125,162.78125,46.0
无干扰 #4,GAL8,GAL,150,0.253,0.253,0.001953125,146.59375,46.0
无干扰 #4,GLO100,GLO,100,0.253,0.253,0.001953125,186.53125,45.5
无干扰 #4,GLO75,GLO,50,0.38,0.38,0.00390625,0.0,26.0
无干扰 #4,GLO76,GLO,77,0.253,0.38,0.001953125,0.09375,32.0
无干扰 #4,GLO82,GLO,82,0.253,0.38,0.001953125,0.6875,32.0
无干扰 #4,GLO85,GLO,100,0.253,0.253,0.001953125,168.9375,45.0
无干扰 #4,GLO86,GLO,100,0.253,0.253,0.001953125,158.4375,45.0
无干扰 #4,GLO91,GLO,19,0.253,0.253,0.001953125,0.09375,34.0
无干扰 #4,GLO98,GLO,86,0.253,0.57,0.001953125,0.09375,32.0
无干扰 #4,GPS10,GPS,150,0.253,0.253,0.001953125,193.484375,46.0
无干扰 #4,GPS12,GPS,100,0.253,0.253,0.001953125,401.1875,42.5
无干扰 #4,GPS13,GPS,100,0.253,0.253,0.001953125,175.78125,45.0
无干扰 #4,GPS18,GPS,150,0.38,0.38,0.00390625,1.875,29.0
无干扰 #4,GPS23,GPS,150,0.253,0.253,0.001953125,193.78125,45.0
无干扰 #4,GPS25,GPS,150,0.253,0.253,0.001953125,193.484375,43.0
无干扰 #4,GPS28,GPS,150,0.253,0.38,0.001953125,114.390625,39.0
无干扰 #4,GPS31,GPS,100,0.38,0.38,0.00390625,0.1875,29.0
无干扰 #4,GPS32,GPS,150,0.253,0.253,0.001953125,110.984375,35.0
无干扰 #4,QZS194,QZS,150,0.253,0.253,0.001953125,152.390625,41.0
无干扰 #4,QZS195,QZS,150,0.253,0.253,0.001953125,139.1875,39.0
无干扰 #4,QZS199,QZS,150,0.253,0.253,0.001953125,126.6875,43.0
Wi-Fi 干扰,BDS1,BDS,100,0.253,0.253,0.001953125,224.4375,46.0
Wi-Fi 干扰,BDS10,BDS,150,0.253,0.253,0.001953125,265.28125,45.0
Wi-Fi 干扰,BDS2,BDS,96,0.253,0.253,0.001953125,179.6875,41.0
Wi-Fi 干扰,BDS23,BDS,150,0.253,0.253,0.001953125,187.5,43.0
Wi-Fi 干扰,BDS24,BDS,150,0.253,0.253,0.001953125,214.28125,46.0
Wi-Fi 干扰,BDS25,BDS,150,0.253,0.253,0.001953125,230.09375,47.0
Wi-Fi 干扰,BDS3,BDS,100,0.253,0.253,0.001953125,224.328125,44.5
Wi-Fi 干扰,BDS32,BDS,50,0.38,0.38,0.00390625,1.640625,28.0
Wi-Fi 干扰,BDS33,BDS,150,0.169,0.253,0.001953125,197.1875,48.0
Wi-Fi 干扰,BDS4,BDS,100,0.253,0.253,0.001953125,224.390625,43.0
Wi-Fi 干扰,BDS41,BDS,150,0.253,0.253,0.001953125,219.890625,47.0
Wi-Fi 干扰,BDS42,BDS,150,0.253,0.253,0.001953125,3.484375,34.0
Wi-Fi 干扰,BDS6,BDS,100,0.21100000000000002,0.253,0.001953125,445.84375,46.5
Wi-Fi 干扰,BDS7,BDS,100,0.169,0.169,0.001953125,677.546875,47.5
Wi-Fi 干扰,BDS9,BDS,150,0.253,0.253,0.001953125,676.734375,46.0
Wi-Fi 干扰,GAL13,GAL,150,0.253,0.253,0.001953125,180.4375,41.0
Wi-Fi 干扰,GAL2,GAL,150,0.253,0.253,0.001953125,189.1875,46.0
Wi-Fi 干扰,GAL26,GAL,150,0.253,0.253,0.001953125,179.9375,40.0
Wi-Fi 干扰,GAL30,GAL,150,0.169,0.253,0.001953125,668.4375,47.0
Wi-Fi 干扰,GAL32,GAL,150,0.253,0.253,0.001953125,185.734375,45.0
Wi-Fi 干扰,GAL7,GAL,150,0.253,0.253,0.001953125,229.984375,47.0
Wi-Fi 干扰,GAL8,GAL,150,0.253,0.253,0.001953125,213.78125,46.0
