label,n,std_psr_median,std_psr_mean,std_psr_p25,std_psr_p75,std_adr_median,std_adr_mean,locktime_median,locktime_p25,doppler_std,cno_median
无干扰 #1,4271,0.253,0.25391173027394054,0.253,0.253,0.001953125,0.0020839125790213064,132.78125,75.4375,1381.1684542431883,44.0
409MHz 干扰,3409,0.253,0.25832296861249643,0.253,0.253,0.001953125,0.002127869243179818,175.28125,4.78125,1427.1086172523471,40.0
无干扰 #2,4161,0.253,0.2541062244652728,0.253,0.253,0.001953125,0.002107084384763278,47.5,25.1875,1378.670675858452,44.0
392MHz 干扰,2888,0.253,0.28403981994459837,0.253,0.253,0.001953125,0.002389331933864266,2.0,0.1875,1362.7756586478179,35.0
无干扰 #3,4196,0.253,0.28416968541468063,0.253,0.253,0.001953125,0.002067165902049571,26.1875,22.0,1444.9505284052636,44.0
4G/5G 干扰,4204,0.253,0.25213225499524267,0.253,0.253,0.001953125,0.0020228130946717414,79.78125,74.59375,1415.2442272023004,43.0
无干扰 #4,4238,0.253,0.247445965077867,0.253,0.253,0.001953125,0.001977550584001888,138.59375,133.0234375,1417.7610628305329,43.0
Wi-Fi 干扰,4375,0.253,0.25245394285714295,0.253,0.253,0.001953125,0.0020133928571428573,185.6875,59.984375,1445.4387087099835,43.0
无干扰 #5,4458,0.253,0.2514636608344549,0.253,0.253,0.001953125,0.002018842530282638,229.59375,64.3359375,1455.9924128175776,43.0
