segment,band,n,std_psr_median,std_psr_mean,std_adr_median,cno_median,locktime_median
无干扰 #1,B1,650,0.253,0.2656861538461539,0.001953125,43.0,521.09375
无干扰 #1,B2I,50,0.253,0.25300000000000006,0.001953125,36.0,523.09375
无干扰 #1,B2a,143,0.253,0.26454545454545464,0.001953125,42.0,521.5
无干扰 #1,B3,637,0.253,0.27074411302982737,0.001953125,41.0,166.6875
无干扰 #1,E1,400,0.253,0.25586250000000005,0.001953125,46.0,521.78125
无干扰 #1,E5a,362,0.253,0.25720994475138126,0.001953125,43.0,522.28125
无干扰 #1,E5b,373,0.253,0.25300000000000006,0.001953125,44.0,523.59375
无干扰 #1,L1,650,0.253,0.2465384615384616,0.001953125,43.0,521.6875
无干扰 #1,L2,600,0.253,0.27056833333333336,0.001953125,41.0,613.0
无干扰 #1,L5,150,0.253,0.25300000000000006,0.001953125,45.0,522.875
409MHz 干扰,B1,650,0.253,0.26607692307692316,0.001953125,42.0,565.5
409MHz 干扰,B2I,62,0.38,0.35746774193548375,0.00390625,29.0,1.328125
409MHz 干扰,B2a,84,0.253,0.25300000000000006,0.001953125,34.0,0.640625
409MHz 干扰,B3,297,0.253,0.2820774410774411,0.001953125,33.0,2.5
409MHz 干扰,E1,450,0.253,0.2616888888888889,0.001953125,46.0,565.1875
409MHz 干扰,E5a,388,0.253,0.2981701030927836,0.001953125,34.0,563.09375
409MHz 干扰,E5b,315,0.253,0.25300000000000006,0.001953125,43.0,567.28125
409MHz 干扰,L1,650,0.253,0.26472307692307695,0.001953125,42.0,566.09375
409MHz 干扰,L2,200,0.253,0.25871500000000003,0.001953125,35.0,4.546875
409MHz 干扰,L5,150,0.253,0.25300000000000006,0.001953125,38.0,567.28125
无干扰 #2,B1,614,0.253,0.26372964169381113,0.001953125,43.0,616.0
无干扰 #2,B2I,50,0.253,0.25300000000000006,0.001953125,36.0,29.09375
无干扰 #2,B2a,159,0.253,0.25300000000000006,0.001953125,44.0,25.59375
无干扰 #2,B3,643,0.253,0.27275116640746505,0.001953125,41.0,27.59375
无干扰 #2,E1,450,0.253,0.25777777777777783,0.001953125,46.0,615.1875
无干扰 #2,E5a,400,0.253,0.25300000000000006,0.001953125,43.0,47.6875
无干扰 #2,E5b,425,0.253,0.25897647058823536,0.001953125,45.0,74.875
无干扰 #2,L1,690,0.253,0.25300000000000006,0.001953125,43.0,615.546875
无干扰 #2,L2,600,0.253,0.2635833333333334,0.001953125,41.0,27.28125
无干扰 #2,L5,200,0.253,0.25300000000000006,0.001953125,45.0,615.640625
392MHz 干扰,B1,540,0.253,0.29839074074074073,0.001953125,32.0,0.1875
392MHz 干扰,B2I,50,0.38,0.37492,0.00390625,28.0,0.828125
392MHz 干扰,B3,501,0.253,0.2806307385229541,0.001953125,36.0,7.78125
392MHz 干扰,E1,401,0.253,0.2637680798004988,0.001953125,40.0,4.875
392MHz 干扰,E5b,230,0.253,0.2546565217391305,0.001953125,36.0,0.6875
392MHz 干扰,L1,648,0.253,0.3045416666666667,0.001953125,32.5,2.140625
392MHz 干扰,L2,600,0.253,0.2642166666666667,0.001953125,41.0,77.6875
无干扰 #3,B1,600,0.253,0.2565833333333334,0.001953125,42.0,25.0
无干扰 #3,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,25.09375
无干扰 #3,B2a,174,0.253,0.2566494252873564,0.001953125,44.0,20.09375
无干扰 #3,B3,536,0.253,0.25300000000000006,0.001953125,42.0,33.28125
无干扰 #3,E1,400,0.253,0.24775000000000005,0.001953125,45.0,26.6875
无干扰 #3,E5a,400,0.253,0.2688750000000001,0.001953125,42.0,22.828125
无干扰 #3,E5b,369,0.253,0.25300000000000006,0.001953125,44.0,25.375
无干扰 #3,L1,750,0.253,0.26028133333333336,0.001953125,42.0,25.78125
无干扰 #3,L2,600,0.253,0.2635833333333334,0.001953125,41.0,124.09375
无干扰 #3,L5,200,0.253,0.25300000000000006,0.001953125,45.0,23.09375
4G/5G 干扰,B1,649,0.253,0.27237288135593224,0.001953125,43.0,79.0
4G/5G 干扰,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,79.484375
4G/5G 干扰,B2a,176,0.253,0.2551647727272728,0.001953125,44.0,74.375
4G/5G 干扰,B3,549,0.253,0.25832058287796,0.001953125,42.0,87.375
4G/5G 干扰,E1,400,0.253,0.25300000000000006,0.001953125,45.0,81.09375
4G/5G 干扰,E5a,400,0.253,0.2628425000000001,0.001953125,42.0,76.59375
4G/5G 干扰,E5b,390,0.253,0.25300000000000006,0.001953125,44.0,78.734375
4G/5G 干扰,L1,775,0.253,0.26348774193548397,0.001953125,41.0,79.6875
4G/5G 干扰,L2,601,0.253,0.27434276206322794,0.001953125,40.0,178.5
4G/5G 干扰,L5,250,0.253,0.266716,0.001953125,45.0,76.234375
无干扰 #4,B1,650,0.253,0.2627692307692308,0.001953125,44.0,137.328125
无干扰 #4,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,138.484375
无干扰 #4,B2a,200,0.253,0.27586000000000005,0.001953125,40.0,69.84375
无干扰 #4,B3,635,0.253,0.272,0.001953125,42.0,144.59375
无干扰 #4,E1,400,0.253,0.25300000000000006,0.001953125,45.0,139.28125
无干扰 #4,E5a,400,0.253,0.25300000000000006,0.001953125,42.5,135.5
无干扰 #4,E5b,390,0.253,0.25300000000000006,0.001953125,44.0,137.734375
无干扰 #4,L1,800,0.253,0.26443000000000005,0.001953125,41.0,137.9375
无干扰 #4,L2,642,0.253,0.2656604361370717,0.001953125,40.0,237.09375
无干扰 #4,L5,250,0.253,0.25300000000000006,0.001953125,44.0,135.234375
Wi-Fi 干扰,B1,650,0.253,0.2627692307692308,0.001953125,42.0,185.328125
Wi-Fi 干扰,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,186.484375
Wi-Fi 干扰,B2a,150,0.253,0.25300000000000006,0.001953125,44.0,182.6875
Wi-Fi 干扰,B3,635,0.253,0.25900000000000006,0.001953125,42.0,192.59375
Wi-Fi 干扰,E1,450,0.253,0.2637244444444445,0.001953125,45.0,186.5
Wi-Fi 干扰,E5a,400,0.253,0.25300000000000006,0.001953125,42.0,183.5
Wi-Fi 干扰,E5b,450,0.253,0.25300000000000006,0.001953125,43.0,184.734375
Wi-Fi 干扰,L1,763,0.253,0.26082306684141554,0.001953125,41.0,185.1875
Wi-Fi 干扰,L2,650,0.253,0.2709753846153847,0.001953125,41.0,283.875
Wi-Fi 干扰,L5,250,0.253,0.25300000000000006,0.001953125,43.0,183.234375
无干扰 #5,B1,650,0.253,0.2516184615384616,0.001953125,42.0,229.546875
无干扰 #5,B2I,50,0.253,0.25300000000000006,0.001953125,38.0,230.6875
无干扰 #5,B2a,194,0.253,0.25300000000000006,0.001953125,44.0,224.6875
无干扰 #5,B3,640,0.253,0.25300000000000006,0.001953125,40.0,236.6875
无干扰 #5,E1,450,0.253,0.28009333333333336,0.001953125,45.0,230.6875
无干扰 #5,E5a,450,0.253,0.28122222222222226,0.001953125,42.0,226.828125
无干扰 #5,E5b,379,0.253,0.25300000000000006,0.001953125,43.0,230.09375
无干扰 #5,L1,750,0.253,0.2565066666666667,0.001953125,41.0,229.5
无干扰 #5,L2,650,0.253,0.2627692307692308,0.001953125,41.0,328.09375
无干扰 #5,L5,250,0.253,0.25300000000000006,0.001953125,42.0,227.4375
