segment,svid,sys,n,max,min,p25,p75,median
无干扰 #1,BDS1,BDS,100,48.5,46.75,47.0,48.0,47.75
无干扰 #1,BDS14,BDS,100,40.0,34.25,34.25,39.75,37.125
无干扰 #1,BDS2,BDS,100,38.75,34.25,35.0,36.25,35.75
无干扰 #1,BDS21,BDS,150,45.75,43.5,43.75,45.25,44.75
无干扰 #1,BDS22,BDS,121,31.75,26.5,29.0,30.25,29.75
无干扰 #1,BDS3,BDS,100,48.25,44.75,45.0,48.0,46.5
无干扰 #1,BDS34,BDS,120,35.5,31.0,33.1875,35.0,34.25
无干扰 #1,BDS35,BDS,150,47.25,44.0,44.25,47.0,46.0
无干扰 #1,BDS4,BDS,100,46.75,44.75,45.1875,46.25,45.625
无干扰 #1,BDS6,BDS,100,47.75,46.25,46.5,47.5,47.0
无干扰 #1,BDS7,BDS,50,23.75,21.75,22.25,23.1875,22.75
无干扰 #1,BDS8,BDS,100,47.5,46.0,46.0,46.75,46.5
无干扰 #1,BDS9,BDS,150,41.5,35.75,36.0,41.25,38.5
无干扰 #1,GAL10,GAL,150,49.75,45.0,45.25,49.5,45.5
无干扰 #1,GAL11,GAL,150,46.25,40.0,40.5,45.75,42.0
无干扰 #1,GAL12,GAL,150,45.75,39.25,39.5,45.5,40.75
无干扰 #1,GAL18,GAL,150,50.0,46.5,46.5,49.5,48.5
无干扰 #1,GAL28,GAL,150,35.5,26.5,27.5,34.75,32.25
无干扰 #1,GAL36,GAL,150,40.5,30.0,31.5,40.0,36.75
无干扰 #1,GAL4,GAL,150,49.0,42.5,43.0,48.5,43.75
无干扰 #1,GAL6,GAL,150,49.5,44.75,45.0,49.0,45.75
无干扰 #1,GAL9,GAL,150,48.25,42.75,43.0,48.25,48.0
无干扰 #1,GLO44,GLO,100,46.5,45.25,45.5,46.0,45.75
无干扰 #1,GLO45,GLO,100,43.25,38.25,39.75,42.5,41.25
无干扰 #1,GLO58,GLO,100,43.75,41.0,41.5,43.5,42.375
无干扰 #1,GLO59,GLO,100,45.75,42.5,43.0,45.75,44.375
无干扰 #1,GLO60,GLO,50,36.5,35.5,35.75,36.25,36.0
无干扰 #1,GPS11,GPS,150,46.25,43.25,44.0625,45.9375,45.5
无干扰 #1,GPS15,GPS,100,45.25,40.75,41.5,44.8125,43.125
无干扰 #1,GPS20,GPS,100,47.0,46.25,46.5,47.0,46.625
无干扰 #1,GPS29,GPS,100,36.75,35.0,35.0,35.5,35.25
无干扰 #1,GPS30,GPS,50,27.5,24.75,26.0,27.0,26.5
无干扰 #1,GPS5,GPS,100,46.75,43.0,43.25,46.5,45.125
无干扰 #1,QZS194,QZS,130,34.5,30.25,31.25,33.5,32.75
无干扰 #1,QZS195,QZS,150,47.5,44.25,44.5,47.25,44.75
无干扰 #1,QZS199,QZS,150,47.5,37.75,38.25,47.0,43.75
409MHz 干扰,BDS1,BDS,96,47.75,33.0,38.1875,47.75,47.5
409MHz 干扰,BDS14,BDS,100,36.5,29.0,30.25,35.75,33.875
409MHz 干扰,BDS2,BDS,35,34.25,27.75,29.125,32.375,31.0
409MHz 干扰,BDS21,BDS,150,45.75,32.75,34.8125,45.4375,39.0
409MHz 干扰,BDS22,BDS,50,31.5,29.0,30.75,31.25,31.25
409MHz 干扰,BDS3,BDS,88,48.25,31.0,34.75,48.0,47.75
409MHz 干扰,BDS34,BDS,50,34.0,32.25,33.0,33.75,33.5
409MHz 干扰,BDS35,BDS,150,45.5,34.5,35.5,45.1875,37.5
409MHz 干扰,BDS4,BDS,94,46.0,33.0,35.8125,45.25,45.0
409MHz 干扰,BDS6,BDS,100,47.25,37.5,37.75,47.25,42.75
409MHz 干扰,BDS8,BDS,100,47.0,36.5,36.75,47.0,42.5
409MHz 干扰,BDS9,BDS,150,39.0,26.0,28.75,38.5,36.125
409MHz 干扰,GAL10,GAL,150,49.25,37.5,39.75,48.0,44.625
409MHz 干扰,GAL11,GAL,142,48.0,34.75,36.5,46.25,42.75
409MHz 干扰,GAL12,GAL,150,44.75,31.0,34.5,44.0,40.75
409MHz 干扰,GAL18,GAL,150,49.25,40.25,41.75,48.5,48.25
409MHz 干扰,GAL28,GAL,50,33.75,30.75,31.75,33.25,32.25
