segment,svid,sys,n,std_psr_median,std_psr_max,std_adr_median,locktime_median,cno_median
无干扰 #1,BDS1,BDS,100,0.169,0.253,0.001953125,135.78125,47.5
无干扰 #1,BDS14,BDS,100,0.253,0.253,0.001953125,70.9375,36.5
无干扰 #1,BDS2,BDS,100,0.253,0.253,0.001953125,0.9375,35.5
无干扰 #1,BDS21,BDS,150,0.253,0.253,0.001953125,134.828125,44.0
无干扰 #1,BDS22,BDS,121,0.38,0.38,0.00390625,1.09375,29.0
无干扰 #1,BDS3,BDS,100,0.21100000000000002,0.253,0.001953125,135.6875,46.0
无干扰 #1,BDS34,BDS,120,0.253,0.38,0.001953125,23.390625,34.0
无干扰 #1,BDS35,BDS,150,0.253,0.253,0.001953125,135.484375,46.0
无干扰 #1,BDS4,BDS,100,0.253,0.253,0.001953125,135.78125,45.0
无干扰 #1,BDS6,BDS,100,0.21100000000000002,0.253,0.001953125,134.5,46.5
无干扰 #1,BDS7,BDS,50,0.38,0.38,0.00390625,0.0,22.0
无干扰 #1,BDS8,BDS,100,0.253,0.253,0.001953125,135.6875,46.0
无干扰 #1,BDS9,BDS,150,0.253,0.253,0.001953125,77.1875,38.0
无干扰 #1,GAL10,GAL,150,0.253,0.253,0.001953125,135.375,45.0
无干扰 #1,GAL11,GAL,150,0.253,0.253,0.001953125,94.328125,42.0
无干扰 #1,GAL12,GAL,150,0.253,0.253,0.001953125,134.09375,40.0
无干扰 #1,GAL18,GAL,150,0.169,0.253,0.001953125,135.78125,48.0
无干扰 #1,GAL28,GAL,150,0.253,0.38,0.001953125,0.28125,32.0
无干扰 #1,GAL36,GAL,150,0.253,0.38,0.001953125,41.984375,36.0
无干扰 #1,GAL4,GAL,150,0.253,0.253,0.001953125,135.640625,43.0
无干扰 #1,GAL6,GAL,150,0.253,0.253,0.001953125,135.6875,45.0
无干扰 #1,GAL9,GAL,150,0.169,0.253,0.001953125,136.0,48.0
无干扰 #1,GLO81,GLO,100,0.253,0.253,0.001953125,135.09375,45.0
无干扰 #1,GLO82,GLO,100,0.253,0.253,0.001953125,104.890625,41.0
无干扰 #1,GLO95,GLO,100,0.253,0.253,0.001953125,134.78125,42.0
无干扰 #1,GLO96,GLO,100,0.253,0.253,0.001953125,134.734375,44.0
无干扰 #1,GLO97,GLO,50,0.253,0.253,0.001953125,24.09375,36.0
无干扰 #1,GPS11,GPS,150,0.253,0.253,0.001953125,134.78125,45.0
无干扰 #1,GPS15,GPS,100,0.253,0.253,0.001953125,134.140625,42.5
无干扰 #1,GPS20,GPS,100,0.253,0.253,0.001953125,135.046875,46.0
无干扰 #1,GPS29,GPS,100,0.253,0.253,0.001953125,47.4375,35.0
无干扰 #1,GPS30,GPS,50,0.38,0.38,0.00390625,0.1875,26.0
无干扰 #1,GPS5,GPS,100,0.253,0.253,0.001953125,134.328125,44.5
无干扰 #1,QZS194,QZS,130,0.253,0.38,0.001953125,2.0,32.0
无干扰 #1,QZS195,QZS,150,0.253,0.253,0.001953125,135.1875,44.0
无干扰 #1,QZS199,QZS,150,0.253,0.253,0.001953125,134.6875,43.0
409MHz 干扰,BDS1,BDS,96,0.169,0.253,0.001953125,175.984375,47.0
409MHz 干扰,BDS14,BDS,100,0.253,0.38,0.001953125,15.84375,33.5
409MHz 干扰,BDS2,BDS,35,0.38,0.38,0.001953125,0.0,31.0
409MHz 干扰,BDS21,BDS,150,0.253,0.253,0.001953125,11.1875,39.0
409MHz 干扰,BDS22,BDS,50,0.38,0.38,0.001953125,5.984375,31.0
409MHz 干扰,BDS3,BDS,88,0.169,0.38,0.001953125,176.78125,47.0
409MHz 干扰,BDS34,BDS,50,0.253,0.253,0.001953125,59.984375,33.0
409MHz 干扰,BDS35,BDS,150,0.253,0.253,0.001953125,13.1875,37.0
409MHz 干扰,BDS4,BDS,94,0.253,0.253,0.001953125,176.1875,45.0
409MHz 干扰,BDS6,BDS,100,0.253,0.253,0.001953125,99.25,42.5
409MHz 干扰,BDS8,BDS,100,0.253,0.253,0.001953125,180.09375,42.0
409MHz 干扰,BDS9,BDS,150,0.253,0.38,0.001953125,15.78125,36.0
409MHz 干扰,GAL10,GAL,150,0.253,0.253,0.001953125,179.78125,44.0
409MHz 干扰,GAL11,GAL,142,0.253,0.253,0.001953125,135.140625,42.0
409MHz 干扰,GAL12,GAL,150,0.253,0.38,0.001953125,22.390625,40.0
409MHz 干扰,GAL18,GAL,150,0.169,0.253,0.001953125,180.1875,48.0
409MHz 干扰,GAL28,GAL,50,0.253,0.38,0.001953125,0.1875,32.0
409MHz 干扰,GAL36,GAL,117,0.253,0.38,0.001953125,0.5,32.0
409MHz 干扰,GAL4,GAL,150,0.253,0.253,0.001953125,179.234375,46.0
409MHz 干扰,GAL6,GAL,150,0.253,0.253,0.001953125,177.640625,45.0
409MHz 干扰,GAL9,GAL,150,0.169,0.253,0.001953125,180.375,47.0
409MHz 干扰,GLO81,GLO,100,0.253,0.253,0.001953125,176.5,41.0
409MHz 干扰,GLO82,GLO,100,0.3165,0.38,0.0029296875,58.546875,35.0
409MHz 干扰,GLO95,GLO,100,0.3165,0.57,0.001953125,87.328125,36.0
409MHz 干扰,GLO96,GLO,100,0.253,0.253,0.001953125,89.828125,41.0
409MHz 干扰,GLO97,GLO,50,0.253,0.253,0.001953125,68.484375,38.0
409MHz 干扰,GPS11,GPS,100,0.253,0.253,0.001953125,179.140625,41.5
409MHz 干扰,GPS15,GPS,50,0.253,0.253,0.001953125,179.09375,45.0
409MHz 干扰,GPS20,GPS,50,0.253,0.253,0.001953125,180.1875,46.0
409MHz 干扰,GPS29,GPS,50,0.253,0.253,0.001953125,121.984375,34.0
409MHz 干扰,GPS30,GPS,50,0.38,0.38,0.00390625,0.09375,26.0
409MHz 干扰,GPS5,GPS,50,0.253,0.253,0.001953125,179.09375,45.0
409MHz 干扰,QZS194,QZS,37,0.38,0.38,0.00390625,0.0,26.0
409MHz 干扰,QZS195,QZS,100,0.253,0.253,0.001953125,179.6875,43.0
409MHz 干扰,QZS199,QZS,100,0.253,0.253,0.001953125,178.875,40.5
无干扰 #2,BDS1,BDS,100,0.169,0.253,0.001953125,131.4375,47.0
无干扰 #2,BDS14,BDS,100,0.253,0.253,0.001953125,55.6875,38.0
无干扰 #2,BDS2,BDS,100,0.253,0.253,0.001953125,0.546875,34.5
无干扰 #2,BDS21,BDS,150,0.253,0.253,0.001953125,31.4375,44.0
无干扰 #2,BDS22,BDS,53,0.38,0.38,0.00390625,0.5,28.0
无干扰 #2,BDS3,BDS,100,0.21100000000000002,0.253,0.001953125,129.84375,46.5
无干扰 #2,BDS34,BDS,150,0.253,0.38,0.001953125,6.6875,33.0
无干扰 #2,BDS35,BDS,150,0.253,0.253,0.001953125,45.984375,44.0
无干扰 #2,BDS4,BDS,100,0.253,0.253,0.001953125,129.28125,46.0
无干扰 #2,BDS6,BDS,100,0.253,0.253,0.001953125,149.25,46.5
无干扰 #2,BDS8,BDS,100,0.253,0.253,0.001953125,129.9375,46.0
无干扰 #2,BDS9,BDS,150,0.253,0.253,0.001953125,30.890625,38.0
无干扰 #2,GAL10,GAL,150,0.253,0.253,0.001953125,229.78125,45.0
无干扰 #2,GAL11,GAL,150,0.253,0.253,0.001953125,50.28125,45.0
无干扰 #2,GAL12,GAL,150,0.253,0.253,0.001953125,72.390625,40.0
无干扰 #2,GAL18,GAL,150,0.169,0.253,0.001953125,230.1875,48.0
无干扰 #2,GAL28,GAL,50,0.38,0.38,0.00390625,0.0,30.0
无干扰 #2,GAL36,GAL,150,0.253,0.38,0.001953125,11.484375,35.0
无干扰 #2,GAL4,GAL,150,0.253,0.253,0.001953125,227.640625,46.0
无干扰 #2,GAL6,GAL,150,0.253,0.253,0.001953125,227.640625,46.0
无干扰 #2,GAL9,GAL,150,0.169,0.253,0.001953125,230.375,47.0
无干扰 #2,GLO81,GLO,100,0.253,0.253,0.001953125,129.296875,43.5
无干扰 #2,GLO82,GLO,100,0.253,0.253,0.001953125,100.140625,41.0
无干扰 #2,GLO95,GLO,100,0.253,0.253,0.001953125,128.984375,42.0
无干扰 #2,GLO96,GLO,100,0.253,0.253,0.001953125,129.1875,44.5
无干扰 #2,GLO97,GLO,50,0.253,0.253,0.001953125,27.1875,40.0
无干扰 #2,GPS11,GPS,150,0.253,0.253,0.001953125,226.640625,45.0
无干扰 #2,GPS15,GPS,100,0.253,0.253,0.001953125,128.09375,42.5
无干扰 #2,GPS20,GPS,100,0.253,0.253,0.001953125,127.9375,46.0
无干扰 #2,GPS29,GPS,100,0.253,0.253,0.001953125,14.828125,36.5
无干扰 #2,GPS30,GPS,133,0.38,0.57,0.00390625,0.09375,27.0
无干扰 #2,GPS5,GPS,100,0.253,0.253,0.001953125,127.984375,44.5
无干扰 #2,QZS194,QZS,125,0.38,0.38,0.00390625,1.5,30.0
无干扰 #2,QZS195,QZS,150,0.253,0.253,0.001953125,227.1875,44.0
无干扰 #2,QZS199,QZS,150,0.253,0.253,0.001953125,226.390625,43.0
392MHz 干扰,BDS1,BDS,100,0.253,0.38,0.001953125,39.6875,38.5
392MHz 干扰,BDS14,BDS,100,0.3165,0.38,0.0029296875,0.375,30.0
392MHz 干扰,BDS2,BDS,5,0.253,0.38,0.001953125,0.09375,34.0
