label,n,std_psr_median,std_psr_mean,std_psr_p25,std_psr_p75,std_adr_median,std_adr_mean,locktime_median,locktime_p25,doppler_std,cno_median
无干扰 #1,4015,0.253,0.26052428393524285,0.253,0.253,0.001953125,0.002032417496886675,522.6875,79.375,1420.728905414273,42.0
409MHz 干扰,3246,0.253,0.2695779420825632,0.253,0.253,0.001953125,0.0021901956253850895,563.1875,3.5,1485.3498576350833,39.0
无干扰 #2,4231,0.253,0.260168045379343,0.253,0.253,0.001953125,0.0020542203379815644,45.28125,26.375,1412.9250825659728,42.0
392MHz 干扰,2970,0.253,0.2830599326599327,0.253,0.253,0.001953125,0.0023424347643097644,3.0,0.1875,1439.9496184236725,36.0
无干扰 #3,4079,0.253,0.2576202500612896,0.253,0.253,0.001953125,0.002018723951949007,26.1875,22.140625,1459.4558335996855,42.0
4G/5G 干扰,4240,0.253,0.2634235849056604,0.253,0.253,0.001953125,0.0020618366745283018,80.1875,75.1875,1447.9096562541192,42.0
无干扰 #4,4417,0.253,0.262114557391895,0.253,0.253,0.001953125,0.0020428882725832013,138.5,55.09375,1444.3335512140272,42.0
Wi-Fi 干扰,4448,0.253,0.26033790467625906,0.253,0.253,0.001953125,0.0020422626742356113,186.0,47.640625,1456.4791829332748,42.0
无干扰 #5,4463,0.253,0.2603883038315035,0.253,0.253,0.001953125,0.0020568423706027335,230.1875,52.328125,1467.8762486836367,42.0
